ClientName,bid,cid,pred_date,dailylimit_date_before,ml_pred_spd,adjusted_spd,factor,dailylimit_fac,ml_spd_fac,adjusted_spd_fac
Ace Adventure Resort,1827,4481,2018-08-26,0.25,3.83,0.974922,0.75,1.0,15.32,3.899688
Ace Adventure Resort,1827,4483,2018-08-26,2.0,1.26,0.974922,0.75,8.0,5.04,3.899688
Ace Adventure Resort,1827,4476,2018-08-26,6.25,5.1,4.0412,0.75,25.0,20.4,16.1648
Ace Adventure Resort,1827,4477,2018-08-26,3.5,1.75,0.974922,0.75,14.0,7.0,3.899688
Ace Adventure Resort,1827,4478,2018-08-26,2.75,4.96,3.92562,0.75,11.0,19.84,15.70248
Ace Adventure Resort,1827,4479,2018-08-26,0.75,6.37,5.08974,0.75,3.0,25.48,20.35896
Ace Adventure Resort,1827,4480,2018-08-26,0.25,1.21,2.5,0.75,1.0,4.84,10.0
Ace Adventure Resort,1827,4484,2018-08-26,5.0,4.88,3.63665,0.75,20.0,19.52,14.5466
Ace Adventure Resort,1827,4482,2018-08-26,5.5,5.21,4.13202,0.75,22.0,20.84,16.52808
Ace Adventure Resort,1827,4482,2018-08-25,5.5,5.48,5.11625,0.75,22.0,21.92,20.465
Ace Adventure Resort,1827,4483,2018-08-25,1.25,1.24,4.0,0.75,5.0,4.96,16.0
Ace Adventure Resort,1827,4476,2018-08-25,5.0,5.05,4.68625,0.75,20.0,20.2,18.745
Ace Adventure Resort,1827,4477,2018-08-25,2.0,1.69,1.32625,0.75,8.0,6.76,5.305
Ace Adventure Resort,1827,4478,2018-08-25,5.0,4.96,4.59625,0.75,20.0,19.84,18.385
Ace Adventure Resort,1827,4479,2018-08-25,6.3,6.46,6.09625,0.75,25.2,25.84,24.385
Ace Adventure Resort,1827,4480,2018-08-25,1.25,1.28,0.91625,0.75,5.0,5.12,3.665
Ace Adventure Resort,1827,4481,2018-08-25,4.25,4.07,3.70625,0.75,17.0,16.28,14.825
Ace Adventure Resort,1827,4484,2018-08-25,5.0,5.47,5.10625,0.75,20.0,21.88,20.425
Ace Adventure Resort,1827,4482,2018-08-24,5.5,5.56,5.25,0.75,22.0,22.24,21.0
Ace Adventure Resort,1827,4483,2018-08-24,1.25,1.22,4.0,0.75,5.0,4.88,16.0
Ace Adventure Resort,1827,4476,2018-08-24,5.0,5.1,4.79,0.75,20.0,20.4,19.16
Ace Adventure Resort,1827,4477,2018-08-24,2.0,1.73,1.42,0.75,8.0,6.92,5.68
Ace Adventure Resort,1827,4478,2018-08-24,5.0,4.76,4.45,0.75,20.0,19.04,17.8
Ace Adventure Resort,1827,4479,2018-08-24,6.3,6.25,5.94,0.75,25.2,25.0,23.76
Ace Adventure Resort,1827,4480,2018-08-24,1.25,1.23,0.92,0.75,5.0,4.92,3.68
Ace Adventure Resort,1827,4481,2018-08-24,4.25,3.88,3.57,0.75,17.0,15.52,14.28
Ace Adventure Resort,1827,4484,2018-08-24,5.0,5.52,5.21,0.75,20.0,22.08,20.84
Ace Adventure Resort,1827,4481,2018-08-23,4.25,4.07,3.69875,0.75,17.0,16.28,14.795
Ace Adventure Resort,1827,4478,2018-08-23,5.0,4.92,4.54875,0.75,20.0,19.68,18.195
Ace Adventure Resort,1827,4482,2018-08-23,5.5,5.58,5.20875,0.75,22.0,22.32,20.835
Ace Adventure Resort,1827,4483,2018-08-23,1.25,1.29,0.91875,0.75,5.0,5.16,3.675
Ace Adventure Resort,1827,4476,2018-08-23,5.0,5.1,4.72875,0.75,20.0,20.4,18.915
Ace Adventure Resort,1827,4477,2018-08-23,2.0,1.79,1.41875,0.75,8.0,7.16,5.675
Ace Adventure Resort,1827,4479,2018-08-23,6.3,6.29,5.91875,0.75,25.2,25.16,23.675
Ace Adventure Resort,1827,4480,2018-08-23,1.25,1.26,4.0,0.75,5.0,5.04,16.0
Ace Adventure Resort,1827,4484,2018-08-23,5.0,5.48,5.10875,0.75,20.0,21.92,20.435
Ace Adventure Resort,1827,4481,2018-08-22,4.25,4.32,4.07875,0.75,17.0,17.28,16.315
Ace Adventure Resort,1827,4482,2018-08-22,5.5,4.74,4.49875,0.75,22.0,18.96,17.995
Ace Adventure Resort,1827,4483,2018-08-22,1.25,1.26,1.01875,0.75,5.0,5.04,4.075
Ace Adventure Resort,1827,4476,2018-08-22,5.0,5.07,4.82875,0.75,20.0,20.28,19.315
Ace Adventure Resort,1827,4477,2018-08-22,2.0,1.13,4.0,0.75,8.0,4.52,16.0
Ace Adventure Resort,1827,4478,2018-08-22,5.0,5.03,4.78875,0.75,20.0,20.12,19.155
Ace Adventure Resort,1827,4479,2018-08-22,6.3,6.33,6.08875,0.75,25.2,25.32,24.355
Ace Adventure Resort,1827,4480,2018-08-22,1.25,1.26,1.01875,0.75,5.0,5.04,4.075
Ace Adventure Resort,1827,4484,2018-08-22,5.0,5.47,5.22875,0.75,20.0,21.88,20.915
Ace Adventure Resort,1827,4481,2018-08-21,4.25,3.99,3.755,0.75,17.0,15.96,15.02
Ace Adventure Resort,1827,4482,2018-08-21,5.5,4.77,4.535,0.75,22.0,19.08,18.14
Ace Adventure Resort,1827,4483,2018-08-21,1.25,1.28,1.045,0.75,5.0,5.12,4.18
Ace Adventure Resort,1827,4476,2018-08-21,5.0,4.94,4.705,0.75,20.0,19.76,18.82
Ace Adventure Resort,1827,4477,2018-08-21,2.0,1.35,1.115,0.75,8.0,5.4,4.46
Ace Adventure Resort,1827,4478,2018-08-21,5.0,5.04,4.805,0.75,20.0,20.16,19.22
Ace Adventure Resort,1827,4479,2018-08-21,6.3,6.38,6.145,0.75,25.2,25.52,24.58
Ace Adventure Resort,1827,4480,2018-08-21,1.25,1.24,4.0,0.75,5.0,4.96,16.0
Ace Adventure Resort,1827,4484,2018-08-21,5.0,5.68,5.445,0.75,20.0,22.72,21.78
Ace Adventure Resort,1827,4481,2018-08-20,4.25,4.95,4.43769,0.75,17.0,19.8,17.75076
Ace Adventure Resort,1827,4482,2018-08-20,5.5,5.47,4.94504,0.75,22.0,21.88,19.78016
Ace Adventure Resort,1827,4483,2018-08-20,1.25,1.27,0.564231,0.75,5.0,5.08,2.256924
Ace Adventure Resort,1827,4476,2018-08-20,5.0,5.16,4.64258,0.75,20.0,20.64,18.57032
Ace Adventure Resort,1827,4477,2018-08-20,2.0,1.33,0.90572,0.75,8.0,5.32,3.62288
Ace Adventure Resort,1827,4478,2018-08-20,5.0,5.0,4.48647,0.75,20.0,20.0,17.94588
Ace Adventure Resort,1827,4479,2018-08-20,6.3,6.34,5.79389,0.75,25.2,25.36,23.17556
Ace Adventure Resort,1827,4480,2018-08-20,1.25,1.22,4.0,0.75,5.0,4.88,16.0
Ace Adventure Resort,1827,4484,2018-08-20,5.0,6.32,5.77437,0.75,20.0,25.28,23.09748
Ace Adventure Resort,1827,4481,2018-08-19,4.25,5.66,4.9526,0.75,17.0,22.64,19.8104
Ace Adventure Resort,1827,4478,2018-08-19,5.0,4.98,4.31362,0.75,20.0,19.92,17.25448
Ace Adventure Resort,1827,4482,2018-08-19,5.5,5.29,4.60492,0.75,22.0,21.16,18.41968
Ace Adventure Resort,1827,4483,2018-08-19,1.25,1.27,0.706281,0.75,5.0,5.08,2.825124
Ace Adventure Resort,1827,4476,2018-08-19,5.0,5.11,4.43578,0.75,20.0,20.44,17.74312
Ace Adventure Resort,1827,4477,2018-08-19,2.0,1.44,0.648882,0.75,8.0,5.76,2.595528
Ace Adventure Resort,1827,4479,2018-08-19,6.3,6.4,5.64796,0.75,25.2,25.6,22.59184
Ace Adventure Resort,1827,4480,2018-08-19,1.25,1.25,4.0,0.75,5.0,5.0,16.0
Ace Adventure Resort,1827,4484,2018-08-19,5.0,7.03,6.23996,0.75,20.0,28.12,24.95984
Ace Adventure Resort,1827,4481,2018-08-18,4.25,5.28,4.42689,0.75,17.0,21.12,17.70756
Ace Adventure Resort,1827,4478,2018-08-18,5.0,4.66,3.42007,0.75,20.0,18.64,13.68028
Ace Adventure Resort,1827,4482,2018-08-18,5.5,6.93,5.92352,0.75,22.0,27.72,23.69408
Ace Adventure Resort,1827,4483,2018-08-18,1.25,1.24,0.739187,0.75,5.0,4.96,2.956748
Ace Adventure Resort,1827,4476,2018-08-18,5.0,4.93,4.10943,0.75,20.0,19.72,16.43772
Ace Adventure Resort,1827,4477,2018-08-18,2.0,1.37,0.739187,0.75,8.0,5.48,2.956748
Ace Adventure Resort,1827,4479,2018-08-18,6.3,6.64,5.66048,0.75,25.2,26.56,22.64192
Ace Adventure Resort,1827,4480,2018-08-18,1.25,1.22,4.0,0.75,5.0,4.88,16.0
Ace Adventure Resort,1827,4484,2018-08-18,5.0,7.6,6.53124,0.75,20.0,30.4,26.12496
Ace Adventure Resort,1827,4482,2018-08-17,5.5,5.65,5.32625,0.75,22.0,22.6,21.305
Ace Adventure Resort,1827,4483,2018-08-17,1.25,1.22,4.0,0.75,5.0,4.88,16.0
Ace Adventure Resort,1827,4476,2018-08-17,5.0,5.09,4.76625,0.75,20.0,20.36,19.065
Ace Adventure Resort,1827,4477,2018-08-17,2.0,1.47,1.14625,0.75,8.0,5.88,4.585
Ace Adventure Resort,1827,4478,2018-08-17,5.0,4.7,4.37625,0.75,20.0,18.8,17.505
Ace Adventure Resort,1827,4479,2018-08-17,6.3,6.47,6.14625,0.75,25.2,25.88,24.585
Ace Adventure Resort,1827,4480,2018-08-17,1.25,1.24,0.91625,0.75,5.0,4.96,3.665
Ace Adventure Resort,1827,4484,2018-08-17,5.0,5.43,5.10625,0.75,20.0,21.72,20.425
Ace Adventure Resort,1827,4481,2018-08-17,4.25,4.09,3.76625,0.75,17.0,16.36,15.065
Ace Adventure Resort,1827,4478,2018-08-16,5.0,4.8,4.52125,0.75,20.0,19.2,18.085
Ace Adventure Resort,1827,4482,2018-08-16,5.5,5.59,5.31125,0.75,22.0,22.36,21.245
Ace Adventure Resort,1827,4483,2018-08-16,1.25,1.28,1.00125,0.75,5.0,5.12,4.005
Ace Adventure Resort,1827,4476,2018-08-16,5.0,5.04,4.76125,0.75,20.0,20.16,19.045
Ace Adventure Resort,1827,4477,2018-08-16,2.0,1.72,1.44125,0.75,8.0,6.88,5.765
Ace Adventure Resort,1827,4479,2018-08-16,6.3,6.38,6.10125,0.75,25.2,25.52,24.405
Ace Adventure Resort,1827,4480,2018-08-16,1.25,1.27,4.0,0.75,5.0,5.08,16.0
Ace Adventure Resort,1827,4484,2018-08-16,5.0,5.3,5.02125,0.75,20.0,21.2,20.085
Ace Adventure Resort,1827,4481,2018-08-16,4.25,3.67,3.39125,0.75,17.0,14.68,13.565
Ace Adventure Resort,1827,4478,2018-08-15,5.0,4.88,4.49,0.75,20.0,19.52,17.96
Ace Adventure Resort,1827,4482,2018-08-15,5.5,5.42,5.03,0.75,22.0,21.68,20.12
Ace Adventure Resort,1827,4483,2018-08-15,1.25,1.24,0.85,0.75,5.0,4.96,3.4
Ace Adventure Resort,1827,4476,2018-08-15,5.0,4.99,4.6,0.75,20.0,19.96,18.4
Ace Adventure Resort,1827,4477,2018-08-15,2.0,1.59,1.2,0.75,8.0,6.36,4.8
Ace Adventure Resort,1827,4479,2018-08-15,6.3,6.38,5.99,0.75,25.2,25.52,23.96
Ace Adventure Resort,1827,4480,2018-08-15,1.25,1.2,4.0,0.75,5.0,4.8,16.0
Ace Adventure Resort,1827,4481,2018-08-15,4.25,3.74,3.35,0.75,17.0,14.96,13.4
Ace Adventure Resort,1827,4484,2018-08-15,5.0,6.43,6.04,0.75,20.0,25.72,24.16
Ace Adventure Resort,1827,4478,2018-08-14,5.0,4.91,4.665,0.75,20.0,19.64,18.66
Ace Adventure Resort,1827,4482,2018-08-14,5.5,5.41,5.165,0.75,22.0,21.64,20.66
Ace Adventure Resort,1827,4483,2018-08-14,1.25,1.23,4.0,0.75,5.0,4.92,16.0
Ace Adventure Resort,1827,4476,2018-08-14,5.0,5.09,4.845,0.75,20.0,20.36,19.38
Ace Adventure Resort,1827,4477,2018-08-14,2.0,1.62,1.375,0.75,8.0,6.48,5.5
Ace Adventure Resort,1827,4479,2018-08-14,6.3,6.35,6.105,0.75,25.2,25.4,24.42
Ace Adventure Resort,1827,4480,2018-08-14,1.25,1.26,1.015,0.75,5.0,5.04,4.06
Ace Adventure Resort,1827,4481,2018-08-14,4.25,3.61,3.365,0.75,17.0,14.44,13.46
Ace Adventure Resort,1827,4484,2018-08-14,5.0,5.26,5.015,0.75,20.0,21.04,20.06
Ace Adventure Resort,1827,4478,2018-08-13,5.0,5.06,4.74,0.75,20.0,20.24,18.96
Ace Adventure Resort,1827,4483,2018-08-13,1.25,1.25,4.0,0.75,5.0,5.0,16.0
Ace Adventure Resort,1827,4482,2018-08-13,5.5,5.51,5.19,0.75,22.0,22.04,20.76
Ace Adventure Resort,1827,4476,2018-08-13,5.0,5.1,4.78,0.75,20.0,20.4,19.12
Ace Adventure Resort,1827,4477,2018-08-13,2.0,1.79,1.47,0.75,8.0,7.16,5.88
Ace Adventure Resort,1827,4479,2018-08-13,6.3,6.36,6.04,0.75,25.2,25.44,24.16
Ace Adventure Resort,1827,4480,2018-08-13,1.25,1.25,0.93,0.75,5.0,5.0,3.72
Ace Adventure Resort,1827,4484,2018-08-13,5.0,4.87,4.55,0.75,20.0,19.48,18.2
Ace Adventure Resort,1827,4481,2018-08-13,4.25,4.17,3.85,0.75,17.0,16.68,15.4
Ace Adventure Resort,1827,4484,2018-08-12,5.0,4.99,4.58625,0.75,20.0,19.96,18.345
Ace Adventure Resort,1827,4478,2018-08-12,5.0,5.15,4.74625,0.75,20.0,20.6,18.985
Ace Adventure Resort,1827,4483,2018-08-12,1.25,1.24,0.83625,0.75,5.0,4.96,3.345
Ace Adventure Resort,1827,4482,2018-08-12,5.5,5.5,5.09625,0.75,22.0,22.0,20.385
Ace Adventure Resort,1827,4476,2018-08-12,5.0,5.07,4.66625,0.75,20.0,20.28,18.665
Ace Adventure Resort,1827,4477,2018-08-12,2.0,1.95,1.54625,0.75,8.0,7.8,6.185
Ace Adventure Resort,1827,4479,2018-08-12,6.3,6.39,5.98625,0.75,25.2,25.56,23.945
Ace Adventure Resort,1827,4480,2018-08-12,1.25,1.21,4.0,0.75,5.0,4.84,16.0
Ace Adventure Resort,1827,4481,2018-08-12,4.25,4.49,4.08625,0.75,17.0,17.96,16.345
Ace Adventure Resort,1827,4484,2018-08-11,5.0,4.82,4.4825,0.75,20.0,19.28,17.93
Ace Adventure Resort,1827,4478,2018-08-11,5.0,5.03,4.6925,0.75,20.0,20.12,18.77
Ace Adventure Resort,1827,4483,2018-08-11,1.25,1.18,4.0,0.75,5.0,4.72,16.0
Ace Adventure Resort,1827,4482,2018-08-11,5.5,5.64,5.3025,0.75,22.0,22.56,21.21
Ace Adventure Resort,1827,4476,2018-08-11,5.0,4.92,4.5825,0.75,20.0,19.68,18.33
Ace Adventure Resort,1827,4477,2018-08-11,2.0,1.79,1.4525,0.75,8.0,7.16,5.81
Ace Adventure Resort,1827,4479,2018-08-11,6.3,6.38,6.0425,0.75,25.2,25.52,24.17
Ace Adventure Resort,1827,4480,2018-08-11,1.25,1.23,0.8925,0.75,5.0,4.92,3.57
Ace Adventure Resort,1827,4481,2018-08-11,4.25,4.44,4.1025,0.75,17.0,17.76,16.41
Ace Adventure Resort,1827,4484,2018-08-10,5.0,5.15,5.15,0.75,20.0,20.6,20.6
Ace Adventure Resort,1827,4478,2018-08-10,5.0,5.11,5.11,0.75,20.0,20.44,20.44
Ace Adventure Resort,1827,4483,2018-08-10,1.25,1.22,1.22,0.75,5.0,4.88,4.88
Ace Adventure Resort,1827,4482,2018-08-10,5.5,5.54,5.54,0.75,22.0,22.16,22.16
Ace Adventure Resort,1827,4476,2018-08-10,5.0,5.09,5.09,0.75,20.0,20.36,20.36
Ace Adventure Resort,1827,4477,2018-08-10,2.0,1.72,1.72,0.75,8.0,6.88,6.88
Ace Adventure Resort,1827,4479,2018-08-10,6.3,6.42,6.42,0.75,25.2,25.68,25.68
Ace Adventure Resort,1827,4480,2018-08-10,1.25,1.2,0.91,0.75,5.0,4.8,3.64
Ace Adventure Resort,1827,4481,2018-08-10,4.25,4.39,4.39,0.75,17.0,17.56,17.56
Ace Adventure Resort,1827,4484,2018-08-09,5.0,4.71,4.71,0.75,20.0,18.84,18.84
Ace Adventure Resort,1827,4478,2018-08-09,5.0,5.0,5.0,0.75,20.0,20.0,20.0
Ace Adventure Resort,1827,4483,2018-08-09,1.25,1.27,1.27,0.75,5.0,5.08,5.08
Ace Adventure Resort,1827,4482,2018-08-09,5.5,5.49,5.49,0.75,22.0,21.96,21.96
Ace Adventure Resort,1827,4476,2018-08-09,5.0,5.21,5.21,0.75,20.0,20.84,20.84
Ace Adventure Resort,1827,4477,2018-08-09,2.0,1.98,1.98,0.75,8.0,7.92,7.92
Ace Adventure Resort,1827,4479,2018-08-09,6.3,6.37,6.37,0.75,25.2,25.48,25.48
Ace Adventure Resort,1827,4480,2018-08-09,1.25,1.18,1.18,0.75,5.0,4.72,4.72
Ace Adventure Resort,1827,4481,2018-08-09,4.25,4.34,4.34,0.75,17.0,17.36,17.36
Ace Adventure Resort,1827,4478,2018-08-08,5.0,4.98,5.00667,0.75,20.0,19.92,20.02668
Ace Adventure Resort,1827,4484,2018-08-08,5.0,4.83,4.85667,0.75,20.0,19.32,19.42668
Ace Adventure Resort,1827,4483,2018-08-08,1.25,1.2,1.22667,0.75,5.0,4.8,4.90668
Ace Adventure Resort,1827,4482,2018-08-08,5.5,5.45,5.47667,0.75,22.0,21.8,21.90668
Ace Adventure Resort,1827,4476,2018-08-08,5.0,5.19,5.21667,0.75,20.0,20.76,20.86668
Ace Adventure Resort,1827,4477,2018-08-08,2.0,1.86,1.88667,0.75,8.0,7.44,7.54668
Ace Adventure Resort,1827,4479,2018-08-08,6.3,6.32,6.34667,0.75,25.2,25.28,25.38668
Ace Adventure Resort,1827,4480,2018-08-08,1.25,1.16,1.18667,0.75,5.0,4.64,4.74668
Ace Adventure Resort,1827,4481,2018-08-08,4.25,4.32,4.34667,0.75,17.0,17.28,17.38668
Ace Adventure Resort,1827,4478,2018-08-07,5.0,4.91,4.93222,0.75,20.0,19.64,19.72888
Ace Adventure Resort,1827,4484,2018-08-07,5.0,5.01,5.03222,0.75,20.0,20.04,20.12888
Ace Adventure Resort,1827,4483,2018-08-07,1.25,1.21,1.23222,0.75,5.0,4.84,4.92888
Ace Adventure Resort,1827,4482,2018-08-07,5.5,5.43,5.45222,0.75,22.0,21.72,21.80888
Ace Adventure Resort,1827,4476,2018-08-07,5.0,5.01,5.03222,0.75,20.0,20.04,20.12888
Ace Adventure Resort,1827,4477,2018-08-07,2.0,1.82,1.84222,0.75,8.0,7.28,7.36888
Ace Adventure Resort,1827,4479,2018-08-07,6.3,6.28,6.30222,0.75,25.2,25.12,25.20888
Ace Adventure Resort,1827,4480,2018-08-07,1.25,1.24,1.26222,0.75,5.0,4.96,5.04888
Ace Adventure Resort,1827,4481,2018-08-07,4.25,4.44,4.46222,0.75,17.0,17.76,17.84888
Ace Adventure Resort,1827,4484,2018-08-06,5.0,4.77,4.82556,0.75,20.0,19.08,19.30224
Ace Adventure Resort,1827,4478,2018-08-06,5.0,4.95,5.00556,0.75,20.0,19.8,20.02224
Ace Adventure Resort,1827,4483,2018-08-06,1.25,1.25,1.30556,0.75,5.0,5.0,5.22224
Ace Adventure Resort,1827,4482,2018-08-06,5.5,5.48,5.53556,0.75,22.0,21.92,22.14224
Ace Adventure Resort,1827,4476,2018-08-06,5.0,5.01,5.06556,0.75,20.0,20.04,20.26224
Ace Adventure Resort,1827,4477,2018-08-06,2.0,1.78,1.83556,0.75,8.0,7.12,7.34224
Ace Adventure Resort,1827,4479,2018-08-06,6.3,6.32,6.37556,0.75,25.2,25.28,25.50224
Ace Adventure Resort,1827,4480,2018-08-06,1.25,1.22,1.27556,0.75,5.0,4.88,5.10224
Ace Adventure Resort,1827,4481,2018-08-06,4.25,4.27,4.32556,0.75,17.0,17.08,17.30224
Ace Adventure Resort,1827,4484,2018-08-05,5.0,4.85,4.86,0.75,20.0,19.4,19.44
Ace Adventure Resort,1827,4478,2018-08-05,5.0,5.06,5.07,0.75,20.0,20.24,20.28
Ace Adventure Resort,1827,4483,2018-08-05,1.25,1.25,1.26,0.75,5.0,5.0,5.04
Ace Adventure Resort,1827,4482,2018-08-05,5.5,5.52,5.53,0.75,22.0,22.08,22.12
Ace Adventure Resort,1827,4476,2018-08-05,5.0,4.97,4.98,0.75,20.0,19.88,19.92
Ace Adventure Resort,1827,4477,2018-08-05,2.0,1.89,1.9,0.75,8.0,7.56,7.6
Ace Adventure Resort,1827,4479,2018-08-05,6.3,6.41,6.42,0.75,25.2,25.64,25.68
Ace Adventure Resort,1827,4480,2018-08-05,1.25,1.24,1.25,0.75,5.0,4.96,5.0
Ace Adventure Resort,1827,4481,2018-08-05,4.25,4.27,4.28,0.75,17.0,17.08,17.12
Ace Adventure Resort,1827,4484,2018-08-04,5.0,5.08,5.08,0.75,20.0,20.32,20.32
Ace Adventure Resort,1827,4478,2018-08-04,5.0,5.09,5.09,0.75,20.0,20.36,20.36
Ace Adventure Resort,1827,4483,2018-08-04,1.25,1.23,0.96,0.75,5.0,4.92,3.84
Ace Adventure Resort,1827,4482,2018-08-04,5.5,5.55,5.55,0.75,22.0,22.2,22.2
Ace Adventure Resort,1827,4476,2018-08-04,5.0,5.0,5.0,0.75,20.0,20.0,20.0
Ace Adventure Resort,1827,4477,2018-08-04,2.0,1.87,1.87,0.75,8.0,7.48,7.48
Ace Adventure Resort,1827,4479,2018-08-04,6.3,6.39,6.39,0.75,25.2,25.56,25.56
Ace Adventure Resort,1827,4480,2018-08-04,1.25,1.23,1.23,0.75,5.0,4.92,4.92
Ace Adventure Resort,1827,4481,2018-08-04,4.25,4.38,4.38,0.75,17.0,17.52,17.52
Ace Adventure Resort,1827,4484,2018-08-03,5.0,5.03,5.03,0.75,20.0,20.12,20.12
Ace Adventure Resort,1827,4478,2018-08-03,5.0,5.08,5.08,0.75,20.0,20.32,20.32
Ace Adventure Resort,1827,4481,2018-08-03,4.25,4.5,4.5,0.75,17.0,18.0,18.0
Ace Adventure Resort,1827,4483,2018-08-03,1.25,1.24,1.24,0.75,5.0,4.96,4.96
Ace Adventure Resort,1827,4482,2018-08-03,5.5,5.51,5.51,0.75,22.0,22.04,22.04
Ace Adventure Resort,1827,4476,2018-08-03,5.0,5.09,5.09,0.75,20.0,20.36,20.36
Ace Adventure Resort,1827,4477,2018-08-03,2.0,1.78,1.78,0.75,8.0,7.12,7.12
Ace Adventure Resort,1827,4479,2018-08-03,6.3,6.43,6.43,0.75,25.2,25.72,25.72
Ace Adventure Resort,1827,4480,2018-08-03,1.25,1.23,0.89,0.75,5.0,4.92,3.56
Ace Adventure Resort,1827,4483,2018-08-02,1.25,1.22,0.8645,0.75,5.0,4.88,3.458
Ace Adventure Resort,1827,4484,2018-08-02,5.0,4.89,4.77109,0.75,20.0,19.56,19.08436
Ace Adventure Resort,1827,4478,2018-08-02,5.0,5.03,4.90768,0.75,20.0,20.12,19.63072
Ace Adventure Resort,1827,4482,2018-08-02,5.5,5.49,5.35649,0.75,22.0,21.96,21.42596
Ace Adventure Resort,1827,4476,2018-08-02,5.0,5.11,4.98574,0.75,20.0,20.44,19.94296
Ace Adventure Resort,1827,4477,2018-08-02,2.0,1.51,1.47328,0.75,8.0,6.04,5.89312
Ace Adventure Resort,1827,4479,2018-08-02,6.3,6.47,6.31266,0.75,25.2,25.88,25.25064
Ace Adventure Resort,1827,4480,2018-08-02,1.25,1.25,0.741518,0.75,5.0,5.0,2.966072
Ace Adventure Resort,1827,4481,2018-08-02,4.25,6.29,6.13704,0.75,17.0,25.16,24.54816
Ace Adventure Resort,1827,4484,2018-08-01,5.0,5.18,5.18,0.75,20.0,20.72,20.72
Ace Adventure Resort,1827,4478,2018-08-01,5.0,5.0,5.0,0.75,20.0,20.0,20.0
Ace Adventure Resort,1827,4482,2018-08-01,5.5,5.46,5.46,0.75,22.0,21.84,21.84
Ace Adventure Resort,1827,4483,2018-08-01,1.25,1.23,1.23,0.75,5.0,4.92,4.92
Ace Adventure Resort,1827,4476,2018-08-01,5.0,5.14,5.14,0.75,20.0,20.56,20.56
Ace Adventure Resort,1827,4477,2018-08-01,2.0,1.91,1.91,0.75,8.0,7.64,7.64
Ace Adventure Resort,1827,4479,2018-08-01,6.3,6.41,6.41,0.75,25.2,25.64,25.64
Ace Adventure Resort,1827,4480,2018-08-01,1.25,1.22,0.87,0.75,5.0,4.88,3.48
Ace Adventure Resort,1827,4481,2018-08-01,4.25,4.35,4.35,0.75,17.0,17.4,17.4
Ace Adventure Resort,1827,4484,2018-07-31,5.0,5.08,5.08,0.75,20.0,20.32,20.32
Ace Adventure Resort,1827,4478,2018-07-31,5.0,5.11,5.11,0.75,20.0,20.44,20.44
Ace Adventure Resort,1827,4482,2018-07-31,5.5,5.5,5.5,0.75,22.0,22.0,22.0
Ace Adventure Resort,1827,4483,2018-07-31,1.25,1.28,0.77,0.75,5.0,5.12,3.08
Ace Adventure Resort,1827,4476,2018-07-31,5.0,5.09,5.09,0.75,20.0,20.36,20.36
Ace Adventure Resort,1827,4477,2018-07-31,2.0,2.04,2.04,0.75,8.0,8.16,8.16
Ace Adventure Resort,1827,4479,2018-07-31,6.3,6.38,6.38,0.75,25.2,25.52,25.52
Ace Adventure Resort,1827,4480,2018-07-31,1.25,1.3,1.3,0.75,5.0,5.2,5.2
Ace Adventure Resort,1827,4481,2018-07-31,4.25,4.28,4.28,0.75,17.0,17.12,17.12
Ace Adventure Resort,1827,4484,2018-07-30,5.0,4.76,4.76,0.75,20.0,19.04,19.04
Ace Adventure Resort,1827,4478,2018-07-30,5.0,5.05,5.05,0.75,20.0,20.2,20.2
Ace Adventure Resort,1827,4482,2018-07-30,5.5,5.41,5.41,0.75,22.0,21.64,21.64
Ace Adventure Resort,1827,4483,2018-07-30,1.25,1.31,1.31,0.75,5.0,5.24,5.24
Ace Adventure Resort,1827,4476,2018-07-30,5.0,5.14,5.14,0.75,20.0,20.56,20.56
Ace Adventure Resort,1827,4477,2018-07-30,2.0,2.03,2.03,0.75,8.0,8.12,8.12
Ace Adventure Resort,1827,4479,2018-07-30,6.3,6.4,6.4,0.75,25.2,25.6,25.6
Ace Adventure Resort,1827,4480,2018-07-30,1.25,1.27,1.26,0.75,5.0,5.08,5.04
Ace Adventure Resort,1827,4481,2018-07-30,4.25,4.19,4.19,0.75,17.0,16.76,16.76
AirFryer,1978,4276,2018-09-11,21.1624,20.32,18.7228,0.75,84.6496,81.28,74.8912
AirFryer,1978,4277,2018-09-11,15.2624,12.99,5.79743,0.75,61.0496,51.96,23.18972
AirFryer,1978,3470,2018-09-11,23.5524,37.45,34.5063,0.75,94.2096,149.8,138.0252
AirFryer,1978,3471,2018-09-11,14.0324,11.08,9.82948,0.75,56.1296,44.32,39.31792
AirFryer,1978,3472,2018-09-11,51.0424,60.99,56.196,0.75,204.1696,243.96,224.784
AirFryer,1978,4276,2018-09-10,25.1404,21.54,21.54,0.75,100.5616,86.16,86.16
AirFryer,1978,4277,2018-09-10,15.2904,10.03,10.03,0.75,61.1616,40.12,40.12
AirFryer,1978,3470,2018-09-10,19.0404,46.55,46.55,0.75,76.1616,186.2,186.2
AirFryer,1978,3471,2018-09-10,14.8504,8.58,8.222,0.75,59.4016,34.32,32.888
AirFryer,1978,3472,2018-09-10,50.7304,38.71,38.71,0.75,202.9216,154.84,154.84
AirFryer,1978,4276,2018-09-09,19.5542,21.88,20.7953,0.75,78.2168,87.52,83.1812
AirFryer,1978,3470,2018-09-09,38.5592,63.2,60.0668,0.75,154.2368,252.8,240.2672
