ClientName,bid,cid,pred_date,dailylimit_date_before,ml_pred_spd,adjusted_spd,factor,dailylimit_fac,ml_spd_fac,adjusted_spd_fac
Great Value Vacations,2132,4260,2018-08-26,10.0,5.3,0.807408,0.75,40.0,21.2,3.229632
Great Value Vacations,2132,4264,2018-08-26,5.75,6.38,5.78794,0.75,23.0,25.52,23.15176
Great Value Vacations,2132,4333,2018-08-25,21.75,15.4,14.1796,0.75,87.0,61.6,56.7184
Great Value Vacations,2132,4258,2018-08-25,5.0,4.7,4.26508,0.75,20.0,18.8,17.06032
Great Value Vacations,2132,4259,2018-08-25,7.5,24.25,22.357,0.75,30.0,97.0,89.428
Great Value Vacations,2132,4260,2018-08-25,10.0,4.3,4.0,0.75,40.0,17.2,16.0
Great Value Vacations,2132,4264,2018-08-25,5.75,5.68,5.19832,0.75,23.0,22.72,20.79328
Great Value Vacations,2132,4333,2018-08-24,21.75,10.85,10.815,0.75,87.0,43.4,43.26
Great Value Vacations,2132,4258,2018-08-24,5.0,4.5,4.465,0.75,20.0,18.0,17.86
Great Value Vacations,2132,4259,2018-08-24,7.5,24.84,24.805,0.75,30.0,99.36,99.22
Great Value Vacations,2132,4260,2018-08-24,10.0,4.42,4.0,0.75,40.0,17.68,16.0
Great Value Vacations,2132,4264,2018-08-24,5.75,5.95,5.915,0.75,23.0,23.8,23.66
Great Value Vacations,2132,4333,2018-08-23,21.75,10.5,9.8975,0.75,87.0,42.0,39.59
Great Value Vacations,2132,4258,2018-08-23,5.0,4.86,4.0,0.75,20.0,19.44,16.0
Great Value Vacations,2132,4259,2018-08-23,7.5,26.13,25.5275,0.75,30.0,104.52,102.11
Great Value Vacations,2132,4260,2018-08-23,10.0,5.12,4.5175,0.75,40.0,20.48,18.07
Great Value Vacations,2132,4264,2018-08-23,5.75,6.66,6.0575,0.75,23.0,26.64,24.23
Great Value Vacations,2132,4333,2018-08-22,21.75,13.59,12.7025,0.75,87.0,54.36,50.81
Great Value Vacations,2132,4258,2018-08-22,5.0,4.13,4.0,0.75,20.0,16.52,16.0
Great Value Vacations,2132,4259,2018-08-22,7.5,22.91,22.0225,0.75,30.0,91.64,88.09
Great Value Vacations,2132,4260,2018-08-22,10.0,6.49,5.6025,0.75,40.0,25.96,22.41
Great Value Vacations,2132,4264,2018-08-22,5.75,6.56,5.6725,0.75,23.0,26.24,22.69
Great Value Vacations,2132,4333,2018-08-21,21.75,14.36,15.29,0.75,87.0,57.44,61.16
Great Value Vacations,2132,4258,2018-08-21,5.0,4.17,5.1,0.75,20.0,16.68,20.4
Great Value Vacations,2132,4259,2018-08-21,7.5,12.85,13.78,0.75,30.0,51.4,55.12
Great Value Vacations,2132,4260,2018-08-21,10.0,6.42,7.35,0.75,40.0,25.68,29.4
Great Value Vacations,2132,4264,2018-08-21,5.75,7.55,8.48,0.75,23.0,30.2,33.92
Great Value Vacations,2132,4333,2018-08-20,21.75,19.06,17.5457,0.75,87.0,76.24,70.1828
Great Value Vacations,2132,4258,2018-08-20,5.0,4.42,4.0,0.75,20.0,17.68,16.0
Great Value Vacations,2132,4259,2018-08-20,7.5,18.08,16.6425,0.75,30.0,72.32,66.57
Great Value Vacations,2132,4260,2018-08-20,10.0,5.89,0.127456,0.75,40.0,23.56,0.509824
Great Value Vacations,2132,4264,2018-08-20,5.75,12.7,11.6843,0.75,23.0,50.8,46.7372
Great Value Vacations,2132,4333,2018-08-19,21.75,14.7,14.4725,0.75,87.0,58.8,57.89
Great Value Vacations,2132,4258,2018-08-19,5.0,4.2,4.0,0.75,20.0,16.8,16.0
Great Value Vacations,2132,4259,2018-08-19,7.5,16.57,16.3425,0.75,30.0,66.28,65.37
Great Value Vacations,2132,4260,2018-08-19,10.0,5.25,5.0225,0.75,40.0,21.0,20.09
Great Value Vacations,2132,4264,2018-08-19,5.75,10.39,10.1625,0.75,23.0,41.56,40.65
Great Value Vacations,2132,4258,2018-08-18,5.0,3.95,4.0,0.75,20.0,15.8,16.0
Great Value Vacations,2132,4259,2018-08-18,7.5,24.6,20.8842,0.75,30.0,98.4,83.5368
Great Value Vacations,2132,4260,2018-08-18,10.0,6.14,3.625,0.75,40.0,24.56,14.5
Great Value Vacations,2132,4264,2018-08-18,5.75,7.68,2.5662,0.75,23.0,30.72,10.2648
Great Value Vacations,2132,4333,2018-08-18,21.75,22.3,18.9246,0.75,87.0,89.2,75.6984
Great Value Vacations,2132,4258,2018-08-17,5.0,3.6,4.0,0.75,20.0,14.4,16.0
Great Value Vacations,2132,4259,2018-08-17,2.5,15.3,9.7031,0.75,10.0,61.2,38.8124
Great Value Vacations,2132,4260,2018-08-17,10.0,5.07,3.3125,0.75,40.0,20.28,13.25
Great Value Vacations,2132,4264,2018-08-17,5.75,7.79,3.3125,0.75,23.0,31.16,13.25
Great Value Vacations,2132,4333,2018-08-17,21.75,32.22,24.6719,0.75,87.0,128.88,98.6876
Great Value Vacations,2132,4258,2018-08-16,5.0,3.36,4.0,0.75,20.0,13.44,16.0
Great Value Vacations,2132,4259,2018-08-16,2.5,13.44,12.2984,0.75,10.0,53.76,49.1936
Great Value Vacations,2132,4260,2018-08-16,10.0,5.4,1.99101,0.75,40.0,21.6,7.96404
Great Value Vacations,2132,4264,2018-08-16,5.75,7.4,6.64897,0.75,23.0,29.6,26.59588
Great Value Vacations,2132,4333,2018-08-16,21.75,21.74,20.0616,0.75,87.0,86.96,80.2464
Great Value Vacations,2132,4258,2018-08-15,5.0,4.19,4.0,0.75,20.0,16.76,16.0
Great Value Vacations,2132,4259,2018-08-15,2.5,16.14,14.7336,0.75,10.0,64.56,58.9344
Great Value Vacations,2132,4260,2018-08-15,10.0,5.89,3.72175,0.75,40.0,23.56,14.887
Great Value Vacations,2132,4264,2018-08-15,5.75,6.85,6.21569,0.75,23.0,27.4,24.86276
Great Value Vacations,2132,4333,2018-08-15,21.75,17.88,16.329,0.75,87.0,71.52,65.316
Great Value Vacations,2132,4258,2018-08-14,5.0,4.08,4.0,0.75,20.0,16.32,16.0
Great Value Vacations,2132,4259,2018-08-14,2.5,20.28,16.7691,0.75,10.0,81.12,67.0764
Great Value Vacations,2132,4260,2018-08-14,10.0,4.79,3.81875,0.75,40.0,19.16,15.275
Great Value Vacations,2132,4264,2018-08-14,5.75,7.04,0.626683,0.75,23.0,28.16,2.506732
Great Value Vacations,2132,4333,2018-08-14,21.75,23.92,19.7855,0.75,87.0,95.68,79.142
Great Value Vacations,2132,4258,2018-08-13,5.0,5.17,4.945,0.75,20.0,20.68,19.78
Great Value Vacations,2132,4259,2018-08-13,2.5,20.9,16.3066,0.75,10.0,83.6,65.2264
Great Value Vacations,2132,4260,2018-08-13,10.0,6.46,4.945,0.75,40.0,25.84,19.78
Great Value Vacations,2132,4264,2018-08-13,5.75,8.59,4.61111,0.75,23.0,34.36,18.44444
Great Value Vacations,2132,4333,2018-08-13,21.75,18.19,14.1922,0.75,87.0,72.76,56.7688
Great Value Vacations,2132,4258,2018-08-12,5.0,5.25,5.025,0.75,20.0,21.0,20.1
Great Value Vacations,2132,4259,2018-08-12,2.5,21.66,16.8226,0.75,10.0,86.64,67.2904
Great Value Vacations,2132,4260,2018-08-12,10.0,6.96,5.025,0.75,40.0,27.84,20.1
Great Value Vacations,2132,4264,2018-08-12,5.75,12.72,3.10667,0.75,23.0,50.88,12.42668
Great Value Vacations,2132,4333,2018-08-12,21.75,19.34,15.0207,0.75,87.0,77.36,60.0828
Great Value Vacations,2132,4258,2018-08-11,5.0,4.86,4.41,0.75,20.0,19.44,17.64
Great Value Vacations,2132,4259,2018-08-11,2.5,17.27,15.5775,0.75,10.0,69.08,62.31
Great Value Vacations,2132,4260,2018-08-11,10.0,6.58,5.57436,0.75,40.0,26.32,22.29744
Great Value Vacations,2132,4264,2018-08-11,5.75,9.88,8.91176,0.75,23.0,39.52,35.64704
Great Value Vacations,2132,4333,2018-08-11,21.75,11.67,10.5263,0.75,87.0,46.68,42.1052
Great Value Vacations,2132,4258,2018-08-10,5.0,4.27,4.58,0.75,20.0,17.08,18.32
Great Value Vacations,2132,4259,2018-08-10,2.5,17.13,17.44,0.75,10.0,68.52,69.76
Great Value Vacations,2132,4260,2018-08-10,10.0,4.35,4.66,0.75,40.0,17.4,18.64
Great Value Vacations,2132,4264,2018-08-10,5.75,8.05,8.36,0.75,23.0,32.2,33.44
Great Value Vacations,2132,4333,2018-08-10,21.75,9.65,9.96,0.75,87.0,38.6,39.84
Great Value Vacations,2132,4258,2018-08-09,5.0,3.97,1.58,0.75,20.0,15.88,6.32
Great Value Vacations,2132,4259,2018-08-09,2.5,18.26,18.26,0.75,10.0,73.04,73.04
Great Value Vacations,2132,4260,2018-08-09,10.0,4.07,4.07,0.75,40.0,16.28,16.28
Great Value Vacations,2132,4264,2018-08-09,5.75,9.74,9.74,0.75,23.0,38.96,38.96
Great Value Vacations,2132,4333,2018-08-09,21.75,11.35,11.35,0.75,87.0,45.4,45.4
Great Value Vacations,2132,4258,2018-08-08,5.0,6.6,1.36206,0.75,20.0,26.4,5.44824
Great Value Vacations,2132,4259,2018-08-08,2.5,24.85,21.5588,0.75,10.0,99.4,86.2352
Great Value Vacations,2132,4260,2018-08-08,10.0,6.41,5.96,0.75,40.0,25.64,23.84
Great Value Vacations,2132,4264,2018-08-08,5.75,10.02,8.69291,0.75,23.0,40.08,34.77164
Great Value Vacations,2132,4333,2018-08-08,21.75,8.56,7.42628,0.75,87.0,34.24,29.70512
Great Value Vacations,2132,4258,2018-08-07,5.0,6.23,1.92,0.75,20.0,24.92,7.68
Great Value Vacations,2132,4259,2018-08-07,2.5,15.85,15.85,0.75,10.0,63.4,63.4
Great Value Vacations,2132,4260,2018-08-07,10.0,6.91,6.91,0.75,40.0,27.64,27.64
Great Value Vacations,2132,4264,2018-08-07,5.75,11.05,11.05,0.75,23.0,44.2,44.2
Great Value Vacations,2132,4333,2018-08-07,21.75,9.27,9.27,0.75,87.0,37.08,37.08
Great Value Vacations,2132,4258,2018-08-06,5.0,5.09,1.52,0.75,20.0,20.36,6.08
Great Value Vacations,2132,4259,2018-08-06,2.5,18.59,18.59,0.75,10.0,74.36,74.36
Great Value Vacations,2132,4260,2018-08-06,10.0,6.45,6.45,0.75,40.0,25.8,25.8
Great Value Vacations,2132,4264,2018-08-06,5.75,11.32,11.32,0.75,23.0,45.28,45.28
Great Value Vacations,2132,4333,2018-08-06,21.75,7.12,7.12,0.75,87.0,28.48,28.48
Great Value Vacations,2132,4258,2018-08-03,7.5,4.91,4.7225,0.75,30.0,19.64,18.89
Great Value Vacations,2132,4259,2018-08-03,7.5,21.23,15.8829,0.75,30.0,84.92,63.5316
Great Value Vacations,2132,4260,2018-08-03,7.5,6.71,4.51873,0.75,30.0,26.84,18.07492
Great Value Vacations,2132,4264,2018-08-03,7.5,10.23,7.6534,0.75,30.0,40.92,30.6136
Great Value Vacations,2132,4333,2018-08-03,7.5,6.54,4.7225,0.75,30.0,26.16,18.89
Great Value Vacations,2132,4258,2018-08-02,7.5,5.4,4.7725,0.75,30.0,21.6,19.09
Great Value Vacations,2132,4259,2018-08-02,7.5,24.05,17.9285,0.75,30.0,96.2,71.714
Great Value Vacations,2132,4260,2018-08-02,7.5,6.65,3.79443,0.75,30.0,26.6,15.17772
Great Value Vacations,2132,4264,2018-08-02,7.5,8.36,6.2321,0.75,30.0,33.44,24.9284
Great Value Vacations,2132,4333,2018-08-02,7.5,4.96,4.7725,0.75,30.0,19.84,19.09
Great Value Vacations,2132,4258,2018-08-01,7.5,5.05,4.8625,0.75,30.0,20.2,19.45
Great Value Vacations,2132,4259,2018-08-01,7.5,23.4,17.3316,0.75,30.0,93.6,69.3264
Great Value Vacations,2132,4260,2018-08-01,7.5,7.07,4.03663,0.75,30.0,28.28,16.14652
Great Value Vacations,2132,4264,2018-08-01,7.5,8.65,6.40677,0.75,30.0,34.6,25.62708
Great Value Vacations,2132,4333,2018-08-01,7.5,6.84,4.8625,0.75,30.0,27.36,19.45
Great Value Vacations,2132,4258,2018-07-31,7.5,6.11,0.7,0.75,30.0,24.44,2.8
Great Value Vacations,2132,4259,2018-07-31,7.5,13.64,13.64,0.75,30.0,54.56,54.56
Great Value Vacations,2132,4260,2018-07-31,7.5,6.88,6.88,0.75,30.0,27.52,27.52
Great Value Vacations,2132,4264,2018-07-31,7.5,9.01,9.01,0.75,30.0,36.04,36.04
Great Value Vacations,2132,4333,2018-07-31,7.5,7.27,7.27,0.75,30.0,29.08,29.08
Great Value Vacations,2132,4258,2018-07-30,7.5,8.06,5.642,0.75,30.0,32.24,22.568
Great Value Vacations,2132,4259,2018-07-30,7.5,25.63,17.941,0.75,30.0,102.52,71.764
Great Value Vacations,2132,4260,2018-07-30,7.5,6.83,5.625,0.75,30.0,27.32,22.5
Great Value Vacations,2132,4264,2018-07-30,7.5,7.76,2.667,0.75,30.0,31.04,10.668
Great Value Vacations,2132,4333,2018-07-30,7.5,6.17,5.625,0.75,30.0,24.68,22.5
Great Value Vacations,2132,4258,2018-07-29,7.5,7.1,5.97586,0.75,30.0,28.4,23.90344
Great Value Vacations,2132,4259,2018-07-29,7.5,22.45,21.094,0.75,30.0,89.8,84.376
Great Value Vacations,2132,4260,2018-07-29,7.5,6.91,1.1325,0.75,30.0,27.64,4.53
Great Value Vacations,2132,4264,2018-07-29,7.5,8.69,8.16512,0.75,30.0,34.76,32.66048
Great Value Vacations,2132,4333,2018-07-29,7.5,1.32,1.1325,0.75,30.0,5.28,4.53
Great Value Vacations,2132,4258,2018-07-28,7.5,5.76,3.75,0.75,30.0,23.04,15.0
Great Value Vacations,2132,4259,2018-07-28,7.5,29.29,20.503,0.75,30.0,117.16,82.012
Great Value Vacations,2132,4260,2018-07-28,7.5,7.75,3.75,0.75,30.0,31.0,15.0
Great Value Vacations,2132,4264,2018-07-28,7.5,9.35,5.747,0.75,30.0,37.4,22.988
Great Value Vacations,2132,4333,2018-07-28,7.5,4.45,3.75,0.75,30.0,17.8,15.0
Great Value Vacations,2132,4258,2018-07-27,7.5,5.09,4.9025,0.75,30.0,20.36,19.61
Great Value Vacations,2132,4259,2018-07-27,7.5,23.46,17.326,0.75,30.0,93.84,69.304
Great Value Vacations,2132,4260,2018-07-27,7.5,6.03,3.94377,0.75,30.0,24.12,15.77508
Great Value Vacations,2132,4264,2018-07-27,7.5,8.7,6.42524,0.75,30.0,34.8,25.70096
Great Value Vacations,2132,4333,2018-07-27,7.5,5.78,4.9025,0.75,30.0,23.12,19.61
Great Value Vacations,2132,4258,2018-07-26,7.5,5.12,3.75,0.75,30.0,20.48,15.0
Great Value Vacations,2132,4259,2018-07-26,7.5,36.25,25.375,0.75,30.0,145.0,101.5
Great Value Vacations,2132,4260,2018-07-26,7.5,6.32,3.75,0.75,30.0,25.28,15.0
Great Value Vacations,2132,4264,2018-07-26,7.5,8.57,0.875,0.75,30.0,34.28,3.5
Great Value Vacations,2132,4333,2018-07-26,7.5,5.45,3.75,0.75,30.0,21.8,15.0
Great Value Vacations,2132,4258,2018-07-25,7.5,5.41,3.75,0.75,30.0,21.64,15.0
Great Value Vacations,2132,4259,2018-07-25,7.5,32.01,22.407,0.75,30.0,128.04,89.628
Great Value Vacations,2132,4260,2018-07-25,7.5,6.74,3.75,0.75,30.0,26.96,15.0
Great Value Vacations,2132,4264,2018-07-25,7.5,9.31,3.75,0.75,30.0,37.24,15.0
Great Value Vacations,2132,4333,2018-07-25,7.5,28.34,3.843,0.75,30.0,113.36,15.372
Great Value Vacations,2132,4258,2018-07-24,7.5,5.93,5.5225,0.75,30.0,23.72,22.09
Great Value Vacations,2132,4259,2018-07-24,7.5,28.14,19.8518,0.75,30.0,112.56,79.4072
Great Value Vacations,2132,4260,2018-07-24,7.5,5.71,5.5225,0.75,30.0,22.84,22.09
Great Value Vacations,2132,4264,2018-07-24,7.5,9.13,6.44091,0.75,30.0,36.52,25.76364
Great Value Vacations,2132,4333,2018-07-24,7.5,8.85,0.162257,0.75,30.0,35.4,0.649028
Great Value Vacations,2132,4258,2018-07-23,7.5,5.0,4.8125,0.75,30.0,20.0,19.25
Great Value Vacations,2132,4259,2018-07-23,7.5,22.96,17.0669,0.75,30.0,91.84,68.2676
Great Value Vacations,2132,4260,2018-07-23,7.5,6.72,4.8125,0.75,30.0,26.88,19.25
Great Value Vacations,2132,4264,2018-07-23,7.5,8.7,1.97727,0.75,30.0,34.8,7.90908
Great Value Vacations,2132,4333,2018-07-23,7.5,11.88,8.8308,0.75,30.0,47.52,35.3232
Great Value Vacations,2132,4258,2018-07-22,7.5,7.33,3.75,0.75,30.0,29.32,15.0
Great Value Vacations,2132,4259,2018-07-22,7.5,29.53,20.671,0.75,30.0,118.12,82.684
Great Value Vacations,2132,4260,2018-07-22,7.5,6.79,3.75,0.75,30.0,27.16,15.0
Great Value Vacations,2132,4264,2018-07-22,7.5,8.73,5.579,0.75,30.0,34.92,22.316
Great Value Vacations,2132,4333,2018-07-22,7.5,6.93,3.75,0.75,30.0,27.72,15.0
Great Value Vacations,2132,4258,2018-07-21,7.5,6.98,3.75,0.75,30.0,27.92,15.0
Great Value Vacations,2132,4259,2018-07-21,7.5,30.55,21.385,0.75,30.0,122.2,85.54
Great Value Vacations,2132,4260,2018-07-21,7.5,6.11,3.75,0.75,30.0,24.44,15.0
Great Value Vacations,2132,4264,2018-07-21,7.5,8.1,4.865,0.75,30.0,32.4,19.46
Great Value Vacations,2132,4333,2018-07-21,7.5,7.09,3.75,0.75,30.0,28.36,15.0
Great Value Vacations,2132,4258,2018-07-20,7.5,7.06,1.875,0.75,30.0,28.24,7.5
Great Value Vacations,2132,4259,2018-07-20,7.5,28.39,24.1315,0.75,30.0,113.56,96.526
Great Value Vacations,2132,4260,2018-07-20,7.5,5.95,1.875,0.75,30.0,23.8,7.5
Great Value Vacations,2132,4264,2018-07-20,7.5,12.17,7.7435,0.75,30.0,48.68,30.974
Great Value Vacations,2132,4333,2018-07-20,7.5,9.15,1.875,0.75,30.0,36.6,7.5
Great Value Vacations,2132,4258,2018-07-19,7.5,6.08,2.8125,0.75,30.0,24.32,11.25
Great Value Vacations,2132,4259,2018-07-19,7.5,27.91,23.7235,0.75,30.0,111.64,94.894
Great Value Vacations,2132,4260,2018-07-19,7.5,6.5,2.6095,0.75,30.0,26.0,10.438
Great Value Vacations,2132,4264,2018-07-19,7.5,5.94,2.8125,0.75,30.0,23.76,11.25
Great Value Vacations,2132,4333,2018-07-19,7.5,6.52,5.542,0.75,30.0,26.08,22.168
Great Value Vacations,2132,4258,2018-07-18,7.5,5.9,0.51,0.75,30.0,23.6,2.04
Great Value Vacations,2132,4259,2018-07-18,7.5,30.71,26.1035,0.75,30.0,122.84,104.414
Great Value Vacations,2132,4260,2018-07-18,7.5,6.19,5.2615,0.75,30.0,24.76,21.046
Great Value Vacations,2132,4264,2018-07-18,7.5,4.84,2.8125,0.75,30.0,19.36,11.25
Great Value Vacations,2132,4333,2018-07-18,7.5,5.81,2.8125,0.75,30.0,23.24,11.25
Great Value Vacations,2132,4258,2018-07-17,7.5,4.19,2.5925,0.75,30.0,16.76,10.37
Great Value Vacations,2132,4259,2018-07-17,7.5,22.97,19.5245,0.75,30.0,91.88,78.098
Great Value Vacations,2132,4260,2018-07-17,7.5,6.32,5.372,0.75,30.0,25.28,21.488
Great Value Vacations,2132,4264,2018-07-17,7.5,5.16,4.386,0.75,30.0,20.64,17.544
Great Value Vacations,2132,4333,2018-07-17,7.5,0.0,5.625,0.75,30.0,0.0,22.5
Great Value Vacations,2132,4258,2018-07-16,7.5,8.11,6.8935,0.75,30.0,32.44,27.574
Great Value Vacations,2132,4259,2018-07-16,7.5,24.72,21.012,0.75,30.0,98.88,84.048
Great Value Vacations,2132,4260,2018-07-16,7.5,7.61,3.9695,0.75,30.0,30.44,15.878
Great Value Vacations,2132,4264,2018-07-16,7.5,5.93,2.8125,0.75,30.0,23.72,11.25
Great Value Vacations,2132,4333,2018-07-16,7.5,0.0,2.8125,0.75,30.0,0.0,11.25
Great Value Vacations,2132,4258,2018-07-15,7.5,9.21,7.8285,0.75,30.0,36.84,31.314
Great Value Vacations,2132,4259,2018-07-15,7.5,26.07,22.1595,0.75,30.0,104.28,88.638
Great Value Vacations,2132,4260,2018-07-15,7.5,7.9,1.887,0.75,30.0,31.6,7.548
Great Value Vacations,2132,4264,2018-07-15,7.5,0.72,2.8125,0.75,30.0,2.88,11.25
Great Value Vacations,2132,4333,2018-07-15,7.5,0.0,2.8125,0.75,30.0,0.0,11.25
Gunnar Optiks,1912,2823,2018-09-11,39.0,34.17,38.5367,0.75,156.0,136.68,154.1468
Gunnar Optiks,1912,2825,2018-09-11,46.25,32.03,36.3967,0.75,185.0,128.12,145.5868
Gunnar Optiks,1912,4427,2018-09-11,23.0,28.95,33.3167,0.75,92.0,115.8,133.2668
Gunnar Optiks,1912,2823,2018-09-10,39.0,34.13,36.8167,0.75,156.0,136.52,147.2668
Gunnar Optiks,1912,2825,2018-09-10,46.25,36.56,39.2467,0.75,185.0,146.24,156.9868
Gunnar Optiks,1912,4427,2018-09-10,23.0,29.5,32.1867,0.75,92.0,118.0,128.7468
Gunnar Optiks,1912,2823,2018-09-09,39.0,35.35,38.7967,0.75,156.0,141.4,155.1868
Gunnar Optiks,1912,2825,2018-09-09,46.25,33.79,37.2367,0.75,185.0,135.16,148.9468
Gunnar Optiks,1912,4427,2018-09-09,23.0,28.77,32.2167,0.75,92.0,115.08,128.8668
Gunnar Optiks,1912,2823,2018-09-08,39.0,32.91,37.0267,0.75,156.0,131.64,148.1068
Gunnar Optiks,1912,2825,2018-09-08,41.25,36.05,40.1667,0.75,165.0,144.2,160.6668
Gunnar Optiks,1912,4427,2018-09-08,28.0,26.94,31.0567,0.75,112.0,107.76,124.2268
Gunnar Optiks,1912,2823,2018-09-07,39.0,31.79,36.77,0.75,156.0,127.16,147.08
Gunnar Optiks,1912,2825,2018-09-07,41.25,35.63,40.61,0.75,165.0,142.52,162.44
Gunnar Optiks,1912,4427,2018-09-07,28.0,25.89,30.87,0.75,112.0,103.56,123.48
Gunnar Optiks,1912,2823,2018-09-06,39.0,29.63,34.9433,0.75,156.0,118.52,139.7732
Gunnar Optiks,1912,2825,2018-09-06,41.25,37.9,43.2133,0.75,165.0,151.6,172.8532
Gunnar Optiks,1912,4427,2018-09-06,28.0,24.78,30.0933,0.75,112.0,99.12,120.3732
Gunnar Optiks,1912,2823,2018-09-05,39.0,24.05,31.84,0.75,156.0,96.2,127.36
Gunnar Optiks,1912,2825,2018-09-05,41.25,29.54,37.33,0.75,165.0,118.16,149.32
Gunnar Optiks,1912,4427,2018-09-05,28.0,31.29,39.08,0.75,112.0,125.16,156.32
Gunnar Optiks,1912,2823,2018-09-04,39.0,18.07,24.2833,0.75,156.0,72.28,97.1332
Gunnar Optiks,1912,2825,2018-09-04,41.25,33.05,39.2633,0.75,165.0,132.2,157.0532
Gunnar Optiks,1912,4427,2018-09-04,28.0,38.49,44.7033,0.75,112.0,153.96,178.8132
Gunnar Optiks,1912,2823,2018-09-03,39.0,20.89,29.6667,0.75,156.0,83.56,118.6668
Gunnar Optiks,1912,2825,2018-09-03,41.25,30.39,39.1667,0.75,165.0,121.56,156.6668
Gunnar Optiks,1912,4427,2018-09-03,28.0,30.64,39.4167,0.75,112.0,122.56,157.6668
Gunnar Optiks,1912,2823,2018-09-02,26.5,23.54,25.7233,0.75,106.0,94.16,102.8932
Gunnar Optiks,1912,2825,2018-09-02,28.75,24.54,26.7233,0.75,115.0,98.16,106.8932
Gunnar Optiks,1912,4427,2018-09-02,28.0,28.62,30.8033,0.75,112.0,114.48,123.2132
Gunnar Optiks,1912,2823,2018-09-01,26.5,25.28,26.8433,0.75,106.0,101.12,107.3732
Gunnar Optiks,1912,2825,2018-09-01,28.75,25.49,27.0533,0.75,115.0,101.96,108.2132
Gunnar Optiks,1912,4427,2018-09-01,28.0,27.79,29.3533,0.75,112.0,111.16,117.4132
Gunnar Optiks,1912,2823,2018-08-30,26.5,21.68,24.47,0.75,106.0,86.72,97.88
Gunnar Optiks,1912,2825,2018-08-30,28.75,23.71,26.5,0.75,115.0,94.84,106.0
Gunnar Optiks,1912,4427,2018-08-30,28.0,29.49,32.28,0.75,112.0,117.96,129.12
Gunnar Optiks,1912,2823,2018-08-29,26.5,19.84,22.2533,0.75,106.0,79.36,89.0132
Gunnar Optiks,1912,2825,2018-08-29,28.75,25.99,28.4033,0.75,115.0,103.96,113.6132
Gunnar Optiks,1912,4427,2018-08-29,28.0,30.18,32.5933,0.75,112.0,120.72,130.3732
Gunnar Optiks,1912,2823,2018-08-28,26.5,21.7,19.34,0.75,106.0,86.8,77.36
Gunnar Optiks,1912,2825,2018-08-28,28.75,27.23,27.23,0.75,115.0,108.92,108.92
Gunnar Optiks,1912,4427,2018-08-28,28.0,36.68,36.68,0.75,112.0,146.72,146.72
Gunnar Optiks,1912,2823,2018-08-27,26.5,19.99,22.1567,0.75,106.0,79.96,88.6268
Gunnar Optiks,1912,2825,2018-08-27,28.75,22.77,24.9367,0.75,115.0,91.08,99.7468
Gunnar Optiks,1912,4427,2018-08-27,28.0,33.99,36.1567,0.75,112.0,135.96,144.6268
Gunnar Optiks,1912,2823,2018-08-26,26.5,21.37,22.4033,0.75,106.0,85.48,89.6132
Gunnar Optiks,1912,2825,2018-08-26,28.75,24.55,25.5833,0.75,115.0,98.2,102.3332
Gunnar Optiks,1912,4427,2018-08-26,28.0,34.23,35.2633,0.75,112.0,136.92,141.0532
Gunnar Optiks,1912,2823,2018-08-25,26.5,21.21,14.53,0.75,106.0,84.84,58.12
Gunnar Optiks,1912,2825,2018-08-25,28.75,26.02,26.02,0.75,115.0,104.08,104.08
Gunnar Optiks,1912,4427,2018-08-25,28.0,42.7,42.7,0.75,112.0,170.8,170.8
Gunnar Optiks,1912,2823,2018-08-24,26.5,20.95,16.01,0.75,106.0,83.8,64.04
Gunnar Optiks,1912,2825,2018-08-24,28.75,23.81,23.81,0.75,115.0,95.24,95.24
Gunnar Optiks,1912,4427,2018-08-24,28.0,43.43,43.43,0.75,112.0,173.72,173.72
Gunnar Optiks,1912,2823,2018-08-23,26.5,17.87,21.14,0.75,106.0,71.48,84.56
Gunnar Optiks,1912,2825,2018-08-23,28.75,23.54,26.81,0.75,115.0,94.16,107.24
Gunnar Optiks,1912,4427,2018-08-23,28.0,32.03,35.3,0.75,112.0,128.12,141.2
Gunnar Optiks,1912,2823,2018-08-22,26.5,15.85,19.23,0.75,106.0,63.4,76.92
Gunnar Optiks,1912,2825,2018-08-22,28.75,24.27,27.65,0.75,115.0,97.08,110.6
Gunnar Optiks,1912,4427,2018-08-22,28.0,32.99,36.37,0.75,112.0,131.96,145.48
Gunnar Optiks,1912,2823,2018-08-21,26.5,12.61,18.3167,0.75,106.0,50.44,73.2668
Gunnar Optiks,1912,2825,2018-08-21,28.75,21.01,26.7167,0.75,115.0,84.04,106.8668
Gunnar Optiks,1912,4427,2018-08-21,28.0,32.51,38.2167,0.75,112.0,130.04,152.8668
Gunnar Optiks,1912,2823,2018-08-20,26.5,14.47,18.2567,0.75,106.0,57.88,73.0268
Gunnar Optiks,1912,2825,2018-08-20,28.75,24.37,28.1567,0.75,115.0,97.48,112.6268
Gunnar Optiks,1912,4427,2018-08-20,28.0,33.05,36.8367,0.75,112.0,132.2,147.3468
Gunnar Optiks,1912,2823,2018-08-19,26.5,11.77,14.8933,0.75,106.0,47.08,59.5732
Gunnar Optiks,1912,2825,2018-08-19,28.75,20.6,23.7233,0.75,115.0,82.4,94.8932
Gunnar Optiks,1912,4427,2018-08-19,28.0,41.51,44.6333,0.75,112.0,166.04,178.5332
Gunnar Optiks,1912,2823,2018-08-18,26.5,9.33,16.7967,0.75,106.0,37.32,67.1868
