ClientName,bid,cid,pred_date,dailylimit_date_before,ml_pred_spd,adjusted_spd
Huckberry,1975,3251,2018-08-30,25.0,25.91,25.91
Huckberry,1975,3252,2018-08-30,21.4175,22.2,9.5725
Copper Chef,2040,3765,2018-08-30,4.0,4.69,4.86333
Lizzy James,1810,2235,2018-08-30,60.25,50.4,53.462
Lizzy James,1810,2237,2018-08-30,87.5,72.93,75.992
TruPet LLC,2124,4286,2018-08-30,123.75,92.36,98.562
TruPet LLC,2124,4288,2018-08-30,6.25,17.08,23.282
AirFryer,1978,4277,2018-08-30,18.0,16.15,11.684
Public Rec Apparel,2084,4291,2018-08-30,11.5,6.23,7.725
Burst Oral Care,2046,3780,2018-08-30,37.5,34.04,36.875
LaCantina Doors,967,2757,2018-08-30,9.0,6.21,9.0
Burst Oral Care,2046,3782,2018-08-30,40.0,41.34,44.175
Anine Bing,2067,3783,2018-08-30,61.1,49.02,72.42
Anine Bing,2067,3786,2018-08-30,39.4,4.68,28.08
Black by Brian Gavin,1752,2258,2018-08-30,15.5,1.59,15.5
Leesa Sleep LLC,1932,4593,2018-08-30,100.0,61.55,71.5667
Happy Socks,1838,4308,2018-08-30,26.0,19.91,1.4014
Happy Socks,1838,4309,2018-08-30,26.0,26.29,25.7642
FabFitFun,1840,4311,2018-08-30,105.0,101.67,124.213
Leesa Sleep LLC,1932,3289,2018-08-30,262.5,167.43,177.447
Leesa Sleep LLC,1932,3292,2018-08-30,44.0,50.29,60.3067
Leesa Sleep LLC,1932,3293,2018-08-30,225.0,253.0,263.017
Cuddle and Kind,2030,3808,2018-08-30,45.0,49.14,41.997
Cuddle and Kind,2030,3809,2018-08-30,17.5,19.42,18.17
Cuddle and Kind,2030,3810,2018-08-30,30.0,25.38,21.6908
Cuddle and Kind,2030,3811,2018-08-30,17.5,34.81,29.75
Cuddle and Kind,2030,3812,2018-08-30,15.0,20.23,13.3922
Five Four,1781,2789,2018-08-30,101.5,64.99,96.8675
Olivers Apparel,1798,2278,2018-08-30,11.25,21.37,10.4476
Boat Outfitters,2065,3815,2018-08-30,30.71,30.75,30.75
Boat Outfitters,2065,3817,2018-08-30,36.49,36.03,36.03
ICEMULE Coolers,1802,2794,2018-08-30,15.0,17.41,16.295
Boat Outfitters,2065,3819,2018-08-30,10.93,10.39,10.39
TruPet LLC,2124,4293,2018-08-30,30.0,28.48,34.682
Boat Outfitters,2065,3821,2018-08-30,5.14,7.32,6.1
Mission Workshop,1793,2808,2018-08-30,5.86333,5.72,6.02998
Five Four,1781,2809,2018-08-30,108.5,37.68,69.5575
Happy Socks,1838,2812,2018-08-30,60.0,105.68,103.566
Peragon,1960,3330,2018-08-30,19.75,28.28,25.8438
Peragon,1960,3331,2018-08-30,8.59382,8.52,2.5
Gunnar Optiks,1912,2823,2018-08-30,26.5,21.68,24.47
Gunnar Optiks,1912,2825,2018-08-30,28.75,23.71,26.5
Gymboree,1878,2826,2018-08-30,68.75,89.71,98.06
Gymboree,1878,2827,2018-08-30,56.25,44.5,52.85
Gobble,1841,4364,2018-08-30,12.5,16.29,15.9642
Gymboree,1878,2829,2018-08-30,30.0,16.53,24.88
Chipolo,1821,2318,2018-08-30,12.75,11.17,12.74
Gymboree,1878,2831,2018-08-30,35.0,30.27,38.62
Five Four,1781,2832,2018-08-30,35.0,21.69,53.5675
Chipolo,1821,2321,2018-08-30,7.0,9.19,10.76
Chipolo,1821,2322,2018-08-30,6.25,0.63,2.5
Threadbeast,1897,2836,2018-08-30,50.0,54.34,54.34
Threadbeast,1897,2838,2018-08-30,10.0,10.14,8.8
Threadbeast,1897,2839,2018-08-30,72.0,50.75,50.75
Threadbeast,1897,2840,2018-08-30,100.0,108.69,108.69
prAna,1882,3353,2018-08-30,15.3941,21.45,17.0841
Factor 75,2111,4580,2018-08-30,61.25,33.47,47.125
Ava Women,1729,3869,2018-08-30,72.5,23.86,57.52
Strideline Socks,2131,4384,2018-08-30,70.0,14.0,53.91
Strideline Socks,2131,4386,2018-08-30,93.75,69.93,109.84
True & Co.,1833,2852,2018-08-30,187.5,173.85,173.85
True & Co.,1833,2853,2018-08-30,112.5,130.23,130.23
True & Co.,1833,2854,2018-08-30,237.5,230.26,230.26
True & Co.,1833,2855,2018-08-30,62.5,84.66,65.66
Rooms To Go,2125,4255,2018-08-30,60.0,89.65,89.65
Happy Socks,1838,4398,2018-08-30,60.0,74.6,73.108
Ava Women,1729,1672,2018-08-30,47.5,16.1,49.76
Sleefs LLC,2168,4545,2018-08-30,12.5,5.5,7.55
Nanit,1941,4404,2018-08-30,15.0,19.58,20.8133
Happy Socks,1838,4406,2018-08-30,48.0,49.89,48.8922
Happy Socks,1838,4407,2018-08-30,12.0,1.47,3.36
Nanit,1941,3388,2018-08-30,15.0,22.5,23.7333
Rear View Safety,1989,3393,2018-08-30,14.75,7.42,7.42
Threadbeast,1897,4418,2018-08-30,17.5,19.43,19.43
Rear View Safety,1989,3396,2018-08-30,23.75,27.6,27.6
Rear View Safety,1989,3397,2018-08-30,10.5,7.04,4.17
Rear View Safety,1989,3398,2018-08-30,13.5,23.31,23.31
The Grand Voyage,1674,3912,2018-08-30,9.59129,3.76,5.84951
Vincero Collective,1864,3915,2018-08-30,100.0,119.48,119.48
Blink for Home,1867,2530,2018-08-30,38.5165,39.73,36.292
Office Chairs USA,2023,3918,2018-08-30,32.0,17.06,26.9
Office Chairs USA,2023,3921,2018-08-30,9.75,5.01,14.85
GlobeIn,1580,3923,2018-08-30,6.25,13.83,11.3385
GlobeIn,1580,3924,2018-08-30,13.25,15.13,12.918
GlobeIn,1580,4578,2018-08-30,20.5,21.59,18.4335
Lizzy James,1810,4440,2018-08-30,89.5,85.88,88.942
Olivers Apparel,1798,2276,2018-08-30,16.25,26.42,18.7644
Public Rec Apparel,2084,3930,2018-08-30,6.25,6.1,7.595
Public Rec Apparel,2084,3934,2018-08-30,19.0,18.35,19.845
Olivers Apparel,1798,2277,2018-08-30,18.75,22.62,16.0655
Gobble,1841,4448,2018-08-30,62.5,62.07,60.8286
Olivers Apparel,1798,4449,2018-08-30,17.5,19.11,18.4725
Organifi,2150,4451,2018-08-30,10.5,31.15,29.253
Organifi,2150,4452,2018-08-30,30.0,28.03,26.323
Organifi,2150,4453,2018-08-30,40.0,37.33,35.0566
Organifi,2150,4454,2018-08-30,21.5,14.18,12.18
Organifi,2150,4455,2018-08-30,11.75,20.41,13.4761
Organifi,2150,4456,2018-08-30,37.5,24.13,22.6605
Organifi,2150,4457,2018-08-30,25.0,42.87,40.2592
Organifi,2150,4458,2018-08-30,23.75,22.14,20.7917
Lizzy James,1810,4464,2018-08-30,37.5,42.28,45.342
Gunnar Optiks,1912,4427,2018-08-30,28.0,29.49,32.28
Original Grain,1899,4210,2018-08-30,25.0,15.02,2.5
Gymboree,1878,3457,2018-08-30,50.0,20.69,29.04
Barbell Apparel,1641,1410,2018-08-30,8.0,11.83,2.57
ICEMULE Coolers,1802,2795,2018-08-30,2.5,2.72,2.5
Barbell Apparel,1641,1413,2018-08-30,32.5,38.66,38.66
Vincero Collective,1864,2502,2018-08-30,37.5,48.54,10.55
AirFryer,1978,3470,2018-08-30,67.5,107.29,84.5807
AirFryer,1978,3471,2018-08-30,20.2144,12.44,11.684
AirFryer,1978,3472,2018-08-30,98.25,126.76,107.169
Threadbeast,1897,3986,2018-08-30,56.25,63.74,63.74
FabFitFun,1840,2451,2018-08-30,333.5,269.87,292.413
Leesa Sleep LLC,1932,4500,2018-08-30,75.0,99.64,109.657
Leesa Sleep LLC,1932,4501,2018-08-30,100.0,101.42,111.437
OHMConnect,2088,3992,2018-08-30,25.0,9.31,21.14
OHMConnect,2088,3993,2018-08-30,12.5,4.53,16.36
Leesa Sleep LLC,1932,3679,2018-08-30,37.5,30.51,40.5267
Gobble,1841,4508,2018-08-30,5.0,5.2,4.75
Brian Gavin Diamonds,1538,925,2018-08-30,3.75,4.53,2.40701
Brian Gavin Diamonds,1538,926,2018-08-30,6.09,8.73,6.30859
Aurate,1935,3056,2018-08-30,150.0,106.47,172.292
weboost,1757,1954,2018-08-30,17.5,24.92,24.92
weboost,1757,1955,2018-08-30,9.95461,9.6,9.6
Aurate,1935,3057,2018-08-30,228.75,217.0,282.823
Nanit,1941,4008,2018-08-30,20.0,4.22,5.45333
Molekule,1926,2988,2018-08-30,52.5,61.47,65.5225
Brian Gavin Diamonds,1538,1967,2018-08-30,1.25,2.26,1.1244
Molekule,1926,2992,2018-08-30,25.0,25.92,29.9725
My Organized Life,2024,3506,2018-08-30,6.75,7.59,3.7
Factor 75,2111,4083,2018-08-30,42.0,29.95,43.605
My Organized Life,2024,3509,2018-08-30,7.0,8.24,8.24
My Organized Life,2024,3510,2018-08-30,7.0,8.81,8.81
Brian Gavin Diamonds,1538,954,2018-08-30,1.25,1.53,2.5
Leesa Sleep LLC,1932,4027,2018-08-30,15.5,12.09,22.1067
Leesa Sleep LLC,1932,4029,2018-08-30,15.5,8.92,18.9367
Happy Socks,1838,2496,2018-08-30,32.0,28.04,27.4792
Happy Socks,1838,2497,2018-08-30,12.0,3.71,3.36
Vuori,1801,2379,2018-08-30,79.0,100.41,100.41
prAna,1882,4036,2018-08-30,26.25,24.56,24.56
Teri Jon,1630,1477,2018-08-30,1.98118,2.09,2.5
weboost,1757,1990,2018-08-30,10.0,6.12,2.77461
weboost,1757,1991,2018-08-30,10.0,10.16,10.16
Vincero Collective,1864,3528,2018-08-30,112.5,119.97,119.97
Lobster Sports,1993,4556,2018-08-30,13.5,15.96,10.601
Lobster Sports,1993,4557,2018-08-30,3.75,5.13,1.86333
Lobster Sports,1993,4558,2018-08-30,8.5,17.03,14.5357
Lobster Sports,1993,4559,2018-08-30,3.75,2.17,2.5
nan,2175,4560,2018-08-30,33.3325,35.51,33.3325
Public Rec Apparel,2084,4569,2018-08-30,5.0,5.09,6.585
Sleefs LLC,2168,4571,2018-08-30,25.0,27.9,29.95
Great Value Vacations,2132,4264,2018-08-30,5.75,5.48,4.06602
Blink for Home,1867,2529,2018-08-30,30.0,38.12,27.2401
Home Chef,2032,4066,2018-08-30,7.5,7.25,8.42963
Molekule,1926,3556,2018-08-30,92.5,47.93,51.9825
Blink for Home,1867,2533,2018-08-30,66.984,80.45,73.4884
Blink for Home,1867,2534,2018-08-30,14.5,14.48,12.98
Ava Women,1729,1670,2018-08-30,180.0,159.06,192.72
The Grand Voyage,1674,1520,2018-08-30,20.9677,22.62,24.7095
Beachbody,1782,3752,2018-08-30,450.0,562.79,491.505
Aurate,1935,3058,2018-08-30,150.0,125.74,191.562
Aurate,1935,3059,2018-08-30,237.5,53.75,119.573
Factor 75,2111,4085,2018-08-30,31.5,39.63,53.285
Factor 75,2111,4086,2018-08-30,112.0,91.41,105.065
Factor 75,2111,4087,2018-08-30,98.0,69.89,83.545
Factor 75,2111,4088,2018-08-30,105.0,103.47,117.125
Five Four,1781,4313,2018-08-30,17.5,10.63,42.5075
Burst Oral Care,2046,4609,2018-09-01,62.5,53.35,57.3275
Rooms To Go,2125,4211,2018-09-01,60.0,56.19,56.25
PrettyLitter,1874,2567,2018-09-01,12.5,9.66,24.714
PrettyLitter,1874,2568,2018-09-01,32.5,12.26,27.314
PrettyLitter,1874,2571,2018-09-01,75.0,32.6,47.654
Beachbody,1782,4620,2018-09-01,112.5,121.02,27.251
Barbell Apparel,1641,2070,2018-09-01,26.5,28.87,28.87
Dr. Ho's,1985,4441,2018-09-01,17.5,33.5,21.9
Original Grain,1899,4120,2018-09-01,30.75,39.11,42.3075
Original Grain,1899,4121,2018-09-01,41.75,30.33,33.5275
Original Grain,1899,4122,2018-09-01,27.5,29.17,32.3675
Molekule,1926,2991,2018-09-01,142.5,150.47,150.648
Dr. Ho's,1985,4442,2018-09-01,7.5,3.35,3.1
ICEMULE Coolers,1802,2797,2018-09-01,3.25,4.02,4.12
Huckberry,1975,3249,2018-09-01,20.0,37.72,31.2159
Jewlr,2116,4141,2018-09-01,16.25,31.56,43.8733
FabFitFun,1840,3119,2018-09-01,107.45,102.8,133.083
Jewlr,2116,4145,2018-09-01,18.75,7.75,20.0633
PrettyLitter,1874,4366,2018-09-01,22.5,22.37,37.424
Jewlr,2116,4147,2018-09-01,43.75,2.5,14.8133
Gobble,1841,4361,2018-09-01,75.0,81.17,78.5914
AirFryer,1978,4276,2018-09-01,22.8377,18.38,7.56399
Mission Workshop,1793,2107,2018-09-01,11.8533,12.59,13.2166
Mission Workshop,1793,2108,2018-09-01,21.6433,19.33,19.9566
LaserAway,2099,4157,2018-09-01,47.325,46.32,45.9883
LaserAway,2099,4158,2018-09-01,13.0,12.04,11.7083
LaserAway,2099,4159,2018-09-01,6.25,9.46,9.12835
LaserAway,2099,4160,2018-09-01,2.75,3.96,2.5
Motiv,1796,2625,2018-09-01,3.14,1.7,3.14
Candy Club,1913,4619,2018-09-01,7.5,12.2,16.1683
FuelX Marketing,1750,3655,2018-09-01,10.0,6.46,10.0
Sinister Manufacturing,1701,1616,2018-09-01,4.5,5.42,9.63
Gobble,1841,4509,2018-09-01,12.5,12.79,3.7725
Great Value Vacations,2132,4333,2018-09-01,21.75,15.43,14.3067
Leesa Canada,2031,3668,2018-09-01,25.0,4.31,25.45
Gymboree,1878,2830,2018-09-01,117.5,114.16,118.933
GlobeIn,1580,1112,2018-09-01,10.0,10.53,10.5267
Leesa Canada,2031,3674,2018-09-01,50.0,28.41,49.55
PrettyLitter,1874,4367,2018-09-01,20.0,10.34,25.394
Sinister Manufacturing,1701,1630,2018-09-01,16.25,2.57,6.78
Sinister Manufacturing,1701,1631,2018-09-01,4.5,4.63,8.84
Home Chef,2032,3681,2018-09-01,55.8571,49.68,50.8076
Home Chef,2032,3683,2018-09-01,5.0,5.21,6.33763
Blinds.com,1939,3172,2018-09-01,20.0,15.69,28.0425
True Facet,1940,3175,2018-09-01,87.5,50.89,61.005
True Facet,1940,3176,2018-09-01,75.0,120.63,130.745
True Facet,1940,3179,2018-09-01,87.5,60.81,70.925
True Facet,1940,3180,2018-09-01,50.0,27.21,37.325
Home Chef,2032,3693,2018-09-01,30.451,28.81,29.9376
Happy Socks,1838,2671,2018-09-01,68.0,45.61,47.1413
EDC Skincare,2052,3696,2018-09-01,4.75,10.54,7.378
EDC Skincare,2052,3697,2018-09-01,9.25,8.33,5.481
EDC Skincare,2052,3698,2018-09-01,15.25,23.38,16.366
EDC Skincare,2052,3699,2018-09-01,6.25,6.85,6.2625
EDC Skincare,2052,3700,2018-09-01,6.25,7.54,6.2625
Lizzy James,1810,4592,2018-09-01,50.0,39.37,52.33
Blinds.com,1939,3198,2018-09-01,42.5,15.81,28.1625
Blinds.com,1939,3201,2018-09-01,20.0,18.63,30.9825
Blinds.com,1939,3202,2018-09-01,42.5,25.46,37.8125
DAILYLOOK,2043,3715,2018-09-01,29.0,33.71,38.546
DAILYLOOK,2043,3716,2018-09-01,37.0,0.0,4.836
DAILYLOOK,2043,3718,2018-09-01,32.5,34.53,39.366
DAILYLOOK,2043,3719,2018-09-01,43.0,55.17,60.006
DAILYLOOK,2043,3720,2018-09-01,33.5,27.41,32.246
Home Chef,2032,3692,2018-09-01,118.0,120.11,121.238
Teddy the Dog,2134,4238,2018-09-01,16.0,26.73,26.73
Teddy the Dog,2134,4239,2018-09-01,30.75,28.26,28.26
Teddy the Dog,2134,4241,2018-09-01,11.5,5.39,3.26
Pair of Thieves,1919,3218,2018-09-01,15.0,45.32,17.5
Pair of Thieves,1919,3223,2018-09-01,10.0,14.14,7.5
TruPet LLC,2124,4292,2018-09-01,50.0,45.25,51.86
Rooms To Go,2125,4253,2018-09-01,60.0,65.38,65.44
Burst Oral Care,2046,3781,2018-09-01,47.5,55.05,59.0275
Great Value Vacations,2132,4258,2018-09-01,5.0,4.14,3.64
Great Value Vacations,2132,4259,2018-09-01,7.5,25.58,23.7178
Great Value Vacations,2132,4260,2018-09-01,10.0,5.69,1.67823
Teri Jon,1630,1478,2018-09-01,2.9,5.21,2.38118
Gobble,1841,4362,2018-09-01,70.0,76.29,73.8664
Vuori,1801,2216,2018-09-01,43.4653,39.24,34.5753
Beachbody,1782,3754,2018-09-01,367.011,345.58,345.58
TruPet LLC,2124,4295,2018-09-01,40.0,39.03,45.64
Huckberry,1975,3245,2018-09-01,27.5,32.64,16.0735
Huckberry,1975,3246,2018-09-01,31.445,33.52,27.7401
Copper Chef,2040,3760,2018-09-01,38.29,33.59,37.17
Copper Chef,2040,3761,2018-09-01,12.09,8.64,12.22
Huckberry,1975,3251,2018-09-01,25.0,34.7,28.7166
Huckberry,1975,3252,2018-09-01,21.4175,22.87,21.6164
Copper Chef,2040,3765,2018-09-01,7.12,4.53,8.11
Lizzy James,1810,2235,2018-09-01,60.25,52.17,65.13
Lizzy James,1810,2237,2018-09-01,87.5,77.1,90.06
TruPet LLC,2124,4286,2018-09-01,123.75,86.03,92.64
TruPet LLC,2124,4288,2018-09-01,6.25,15.15,21.76
Public Rec Apparel,2084,4291,2018-09-01,11.5,8.89,9.9625
Burst Oral Care,2046,3780,2018-09-01,37.5,26.49,30.4675
LaCantina Doors,967,2757,2018-09-01,9.0,8.65,9.0
Burst Oral Care,2046,3782,2018-09-01,40.0,36.7,40.6775
Anine Bing,2067,3783,2018-09-01,61.1,61.68,78.495
Anine Bing,2067,3786,2018-09-01,39.4,5.19,22.005
Black by Brian Gavin,1752,2258,2018-09-01,15.5,1.56,15.5
Happy Socks,1838,4308,2018-09-01,26.0,20.45,21.9813
Happy Socks,1838,4309,2018-09-01,26.0,22.14,23.6712
FabFitFun,1840,4311,2018-09-01,105.0,102.86,133.143
Leesa Sleep LLC,1932,3289,2018-09-01,262.5,273.49,277.88
Leesa Sleep LLC,1932,3292,2018-09-01,94.0,87.24,91.63
Leesa Sleep LLC,1932,3293,2018-09-01,225.0,194.55,198.94
Cuddle and Kind,2030,3808,2018-09-01,45.0,47.3,39.7396
Cuddle and Kind,2030,3809,2018-09-01,17.5,21.23,19.98
Cuddle and Kind,2030,3810,2018-09-01,30.0,36.22,30.4306
Cuddle and Kind,2030,3811,2018-09-01,17.5,38.23,32.1193
Cuddle and Kind,2030,3812,2018-09-01,15.0,21.82,2.73052
Five Four,1781,2789,2018-09-01,87.5,58.95,86.785
Olivers Apparel,1798,2278,2018-09-01,11.25,17.69,17.0525
Boat Outfitters,2065,3815,2018-09-01,30.71,28.23,28.23
Boat Outfitters,2065,3817,2018-09-01,36.49,38.43,38.43
ICEMULE Coolers,1802,2794,2018-09-01,15.0,14.03,14.13
Boat Outfitters,2065,3819,2018-09-01,9.96,11.98,11.98
TruPet LLC,2124,4293,2018-09-01,30.0,31.49,38.1
Boat Outfitters,2065,3821,2018-09-01,5.14,5.8,3.66
Mission Workshop,1793,2808,2018-09-01,5.86333,5.56,6.18664
Five Four,1781,2809,2018-09-01,122.5,58.67,86.505
Happy Socks,1838,2812,2018-09-01,60.0,93.15,94.6813
Peragon,1960,3330,2018-09-01,19.75,28.03,25.8438
Peragon,1960,3331,2018-09-01,8.59382,5.91,2.5
Gunnar Optiks,1912,2823,2018-09-01,26.5,25.28,26.8433
Gunnar Optiks,1912,2825,2018-09-01,28.75,25.49,27.0533
Gymboree,1878,2826,2018-09-01,68.75,79.87,84.6433
Gymboree,1878,2827,2018-09-01,56.25,46.71,51.4833
Gobble,1841,4364,2018-09-01,12.5,24.9,18.3093
Gymboree,1878,2829,2018-09-01,30.0,20.91,25.6833
Chipolo,1821,2318,2018-09-01,12.75,10.95,10.185
Gymboree,1878,2831,2018-09-01,35.0,32.93,37.7033
Five Four,1781,2832,2018-09-01,43.75,23.22,51.055
Chipolo,1821,2321,2018-09-01,7.0,14.08,13.315
Chipolo,1821,2322,2018-09-01,6.25,1.05,2.5
Threadbeast,1897,2836,2018-09-01,50.0,51.63,54.8683
Threadbeast,1897,2838,2018-09-01,10.0,11.29,14.5283
Threadbeast,1897,2839,2018-09-01,72.0,47.82,51.0583
Threadbeast,1897,2840,2018-09-01,100.0,98.2,101.438
prAna,1882,3353,2018-09-01,15.3941,13.59,7.37405
Factor 75,2111,4580,2018-09-01,61.25,51.69,72.7217
Ava Women,1729,3869,2018-09-01,72.5,69.19,77.5933
Strideline Socks,2131,4384,2018-09-01,70.0,23.94,58.07
Strideline Socks,2131,4386,2018-09-01,93.75,71.55,105.68
True & Co.,1833,2852,2018-09-01,187.5,201.75,201.75
True & Co.,1833,2853,2018-09-01,112.5,135.02,135.02
True & Co.,1833,2854,2018-09-01,237.5,195.86,195.86
True & Co.,1833,2855,2018-09-01,62.5,104.6,67.37
Rooms To Go,2125,4255,2018-09-01,60.0,58.25,58.31
Happy Socks,1838,4398,2018-09-01,60.0,72.09,73.6212
Ava Women,1729,1672,2018-09-01,47.5,15.24,23.6433
Nanit,1941,4404,2018-09-01,15.0,19.59,20.74
Happy Socks,1838,4406,2018-09-01,48.0,36.82,38.3512
Happy Socks,1838,4407,2018-09-01,12.0,4.92,6.45125
Nanit,1941,3388,2018-09-01,15.0,20.9,22.05
Rear View Safety,1989,3393,2018-09-01,14.75,7.06,6.23153
Threadbeast,1897,4418,2018-09-01,17.5,19.15,22.3883
Rear View Safety,1989,3396,2018-09-01,23.75,27.27,25.2128
Rear View Safety,1989,3397,2018-09-01,10.5,5.34,4.715
Rear View Safety,1989,3398,2018-09-01,13.5,28.49,26.3407
Biossance,2068,3911,2018-09-01,15.0,15.54,17.61
The Grand Voyage,1674,3912,2018-09-01,9.59129,4.98,7.22451
Vincero Collective,1864,3915,2018-09-01,100.0,118.66,118.66
Blink for Home,1867,2530,2018-09-01,38.5165,42.51,38.1598
Office Chairs USA,2023,3918,2018-09-01,32.0,20.57,28.165
Office Chairs USA,2023,3921,2018-09-01,9.75,5.99,13.585
GlobeIn,1580,3923,2018-09-01,9.25,8.52,2.5
GlobeIn,1580,3924,2018-09-01,13.25,15.67,15.6667
GlobeIn,1580,4578,2018-09-01,17.5,21.31,21.3067
Lizzy James,1810,4440,2018-09-01,89.5,50.93,63.89
Olivers Apparel,1798,2276,2018-09-01,16.25,25.48,18.6644
Public Rec Apparel,2084,3930,2018-09-01,6.25,5.34,6.4125
Public Rec Apparel,2084,3934,2018-09-01,19.0,18.19,19.2625
Olivers Apparel,1798,2277,2018-09-01,18.75,21.42,15.6904
Gobble,1841,4448,2018-09-01,62.5,61.13,59.188
Olivers Apparel,1798,4449,2018-09-01,17.5,18.0,12.3428
Lizzy James,1810,4464,2018-09-01,37.5,40.38,53.34
Gunnar Optiks,1912,4427,2018-09-01,28.0,27.79,29.3533
Original Grain,1899,4210,2018-09-01,25.0,13.6,16.7975
Candy Club,1913,2938,2018-09-01,27.5,22.58,26.5483
Candy Club,1913,2939,2018-09-01,27.5,16.92,20.8883
Candy Club,1913,2940,2018-09-01,28.75,23.95,27.9183
Candy Club,1913,2942,2018-09-01,25.0,21.78,25.7483
Gymboree,1878,3457,2018-09-01,50.0,34.28,39.0533
Barbell Apparel,1641,1410,2018-09-01,8.0,14.49,5.91
ICEMULE Coolers,1802,2795,2018-09-01,2.5,1.66,2.5
Barbell Apparel,1641,1413,2018-09-01,32.5,32.22,32.22
Vincero Collective,1864,2502,2018-09-01,37.5,49.71,21.71
AirFryer,1978,3470,2018-09-01,67.5,102.19,90.7977
AirFryer,1978,3471,2018-09-01,20.2144,8.32,7.56399
AirFryer,1978,3472,2018-09-01,98.25,125.91,113.312
Threadbeast,1897,3986,2018-09-01,56.25,58.23,61.4683
FabFitFun,1840,2451,2018-09-01,333.5,249.44,279.723
Leesa Sleep LLC,1932,4500,2018-09-01,75.0,94.7,99.09
Leesa Sleep LLC,1932,4501,2018-09-01,150.0,94.94,99.33
OHMConnect,2088,3992,2018-09-01,25.0,7.67,19.99
OHMConnect,2088,3993,2018-09-01,12.5,5.19,17.51
Leesa Sleep LLC,1932,3679,2018-09-01,37.5,30.71,35.1
Gobble,1841,4508,2018-09-01,5.0,4.96,3.7725
Brian Gavin Diamonds,1538,925,2018-09-01,3.75,5.96,2.92881
Brian Gavin Diamonds,1538,926,2018-09-01,6.09,8.05,5.80012
Aurate,1935,3056,2018-09-01,7.5,74.81,7.5
weboost,1757,1954,2018-09-01,17.5,20.49,20.49
weboost,1757,1955,2018-09-01,9.95461,11.88,11.88
Biossance,2068,3910,2018-09-01,42.5,37.82,39.89
Leesa Sleep LLC,1932,4593,2018-09-01,125.0,156.35,160.74
Nanit,1941,4008,2018-09-01,20.0,6.06,7.21
Molekule,1926,2988,2018-09-01,52.5,68.27,68.4475
Brian Gavin Diamonds,1538,1967,2018-09-01,1.25,2.39,1.11107
Molekule,1926,2992,2018-09-01,25.0,20.01,20.1875
My Organized Life,2024,3506,2018-09-01,6.75,9.45,9.45
My Organized Life,2024,3509,2018-09-01,7.0,8.0,8.0
My Organized Life,2024,3510,2018-09-01,7.0,7.28,3.3
Brian Gavin Diamonds,1538,954,2018-09-01,1.25,1.52,2.5
Leesa Sleep LLC,1932,4027,2018-09-01,15.5,16.32,20.71
Leesa Sleep LLC,1932,4029,2018-09-01,15.5,12.19,16.58
AirFryer,1978,4277,2018-09-01,18.0,13.93,7.56399
Happy Socks,1838,2497,2018-09-01,12.0,4.57,6.10125
Vuori,1801,2379,2018-09-01,79.0,87.89,87.89
prAna,1882,4036,2018-09-01,26.25,34.27,34.27
Teri Jon,1630,1477,2018-09-01,1.98118,1.95,2.5
weboost,1757,1990,2018-09-01,10.0,6.4,4.49461
weboost,1757,1991,2018-09-01,10.0,10.59,10.59
Vincero Collective,1864,3528,2018-09-01,112.5,109.63,109.63
Lobster Sports,1993,4556,2018-09-01,13.5,14.58,14.1733
Lobster Sports,1993,4557,2018-09-01,3.75,3.77,3.36333
Lobster Sports,1993,4558,2018-09-01,8.5,9.87,9.46333
Lobster Sports,1993,4559,2018-09-01,3.75,2.47,2.5
nan,2175,4560,2018-09-01,33.3325,34.18,33.3325
Candy Club,1913,4563,2018-09-01,20.0,15.01,18.9783
Public Rec Apparel,2084,4569,2018-09-01,5.0,5.04,6.1125
Great Value Vacations,2132,4264,2018-09-01,5.75,7.18,6.6573
Blink for Home,1867,2529,2018-09-01,30.0,33.78,21.5265
Home Chef,2032,4066,2018-09-01,7.5,7.36,8.48763
Molekule,1926,3556,2018-09-01,92.5,73.04,73.2175
Blink for Home,1867,2533,2018-09-01,66.984,83.51,74.9642
Blink for Home,1867,2534,2018-09-01,14.5,16.85,15.35
Ava Women,1729,1670,2018-09-01,180.0,190.36,198.763
The Grand Voyage,1674,1520,2018-09-01,20.9677,21.09,23.3345
Beachbody,1782,3752,2018-09-01,450.0,556.68,556.68
Factor 75,2111,4083,2018-09-01,42.0,33.5,54.5317
Factor 75,2111,4085,2018-09-01,31.5,35.68,56.7117
Factor 75,2111,4086,2018-09-01,112.0,54.92,75.9517
Factor 75,2111,4087,2018-09-01,98.0,28.79,49.8217
Factor 75,2111,4088,2018-09-01,105.0,118.98,140.012
Five Four,1781,4313,2018-09-01,8.75,10.32,38.155
Burst Oral Care,2046,4609,2018-09-02,82.5,66.43,70.2825
Rooms To Go,2125,4211,2018-09-02,110.0,88.01,121.53
PrettyLitter,1874,2567,2018-09-02,12.5,14.52,25.454
PrettyLitter,1874,2568,2018-09-02,32.5,24.62,35.554
PrettyLitter,1874,2571,2018-09-02,75.0,34.41,45.344
Beachbody,1782,4620,2018-09-02,112.5,118.08,13.611
Barbell Apparel,1641,2070,2018-09-02,26.5,29.27,29.27
Dr. Ho's,1985,4441,2018-09-02,17.5,28.14,22.5
Original Grain,1899,4120,2018-09-02,30.75,32.4,33.1
Original Grain,1899,4121,2018-09-02,41.75,44.69,45.39
Original Grain,1899,4122,2018-09-02,27.5,30.53,31.23
Molekule,1926,2991,2018-09-02,142.5,113.14,123.062
