ClientName,bid,cid,pred_date,dailylimit_date_before,ml_pred_spd,adjusted_spd
Threadbeast,1897,2838,2018-07-19,28.5,31.97,27.1745
Threadbeast,1897,2839,2018-07-19,47.0,54.58,46.393
Threadbeast,1897,2840,2018-07-19,75.0,101.94,86.649
New Republic,1906,2844,2018-07-19,36.5328,39.66,45.2694
New Republic,1906,2845,2018-07-19,31.0,32.63,38.2394
New Republic,1906,2847,2018-07-19,38.0,10.09,15.6994
True & Co.,1833,2852,2018-07-19,250.0,143.05,185.845
True & Co.,1833,2853,2018-07-19,112.5,115.17,157.965
True & Co.,1833,2854,2018-07-19,275.0,203.25,246.045
True & Co.,1833,2855,2018-07-19,75.0,79.85,122.645
Candy Club,1913,2938,2018-07-19,31.5,20.24,29.25
Candy Club,1913,2939,2018-07-19,12.5,7.23,16.24
Candy Club,1913,2940,2018-07-19,31.5,17.61,26.62
Candy Club,1913,2941,2018-07-19,11.25,1.39,10.4
Candy Club,1913,2942,2018-07-19,16.25,11.48,20.49
Glossier,1885,2949,2018-07-19,226.456,186.1,158.185
Glossier,1885,3108,2018-07-19,62.5,124.33,105.68
FabFitFun,1840,3119,2018-07-19,100.0,110.41,113.851
True Facet,1940,3175,2018-07-19,50.0,33.98,39.7677
True Facet,1940,3176,2018-07-19,18.75,10.2,15.9877
True Facet,1940,3179,2018-07-19,44.8408,47.35,53.1377
True Facet,1940,3180,2018-07-19,11.5,10.41,16.1977
Pair of Thieves,1919,3218,2018-07-19,44.0,26.79,37.4675
Pair of Thieves,1919,3219,2018-07-19,35.75,33.66,44.3375
Pair of Thieves,1919,3222,2018-07-19,49.75,40.64,51.3175
Pair of Thieves,1919,3223,2018-07-19,22.5,8.2,18.8775
Huckberry,1975,3245,2018-07-19,42.5,42.17,42.17
Huckberry,1975,3246,2018-07-19,48.945,58.94,58.94
Huckberry,1975,3249,2018-07-19,55.61,59.64,59.64
Huckberry,1975,3251,2018-07-19,36.61,45.8,45.8
Huckberry,1975,3252,2018-07-19,28.9175,17.85,6.0325
FabFitFun,1840,3261,2018-07-19,360.885,425.76,429.201
FabFitFun,1840,3267,2018-07-19,450.25,370.0,373.441
Peragon,1960,3330,2018-07-19,24.25,24.5,25.0019
Peragon,1960,3331,2018-07-19,4.09382,2.84,3.34191
Powerdot,1991,3358,2018-07-19,60.06,81.05,68.8925
Powerdot,1991,3359,2018-07-19,8.20071,6.49,21.4594
Powerdot,1991,3360,2018-07-19,49.25,58.39,49.6315
Rear View Safety,1989,3393,2018-07-19,7.25,7.59,8.50039
Rear View Safety,1989,3396,2018-07-19,31.25,29.86,30.7704
Rear View Safety,1989,3397,2018-07-19,4.68155,3.9,4.81039
Rear View Safety,1989,3398,2018-07-19,26.0,24.19,25.1004
Augusta Sportswear,1942,3403,2018-07-19,36.25,36.21,38.5913
Augusta Sportswear,1942,3408,2018-07-19,9.30262,4.58,6.96131
AirFryer,1978,3467,2018-07-19,10.4306,0.0,17.1398
AirFryer,1978,3469,2018-07-19,1.4469,0.0,17.1398
AirFryer,1978,3470,2018-07-19,160.0,197.37,167.764
AirFryer,1978,3471,2018-07-19,20.2144,23.26,19.6954
AirFryer,1978,3472,2018-07-19,205.25,203.97,173.374
AirFryer,1978,3473,2018-07-19,18.8814,12.64,17.1398
My Organized Life,2024,3505,2018-07-19,6.5,16.69,16.69
My Organized Life,2024,3506,2018-07-19,12.2431,7.58,7.58
My Organized Life,2024,3509,2018-07-19,8.25,16.27,16.27
My Organized Life,2024,3510,2018-07-19,14.8304,3.62,1.28348
Vincero Collective,1864,3528,2018-07-19,258.25,211.98,235.717
Lobster Sports,1993,3549,2018-07-19,17.0,20.06,20.06
Lobster Sports,1993,3552,2018-07-19,12.1675,13.89,9.1075
Care/of,1947,3564,2018-07-19,95.257,50.03,74.407
Care/of,1947,3567,2018-07-19,95.257,91.73,116.107
Leesa Canada,2031,3667,2018-07-19,3.53964,5.88,2.19794
Leesa Canada,2031,3668,2018-07-19,0.766202,0.6,2.19794
Leesa Canada,2031,3670,2018-07-19,12.5,15.52,11.327
Leesa Canada,2031,3674,2018-07-19,12.5,15.98,13.583
Glossier,1885,3685,2018-07-19,50.0,11.62,37.6565
EDC Skincare,2052,3696,2018-07-19,12.25,14.32,12.172
EDC Skincare,2052,3697,2018-07-19,8.25,8.1,4.38046
EDC Skincare,2052,3698,2018-07-19,21.7,33.72,28.662
EDC Skincare,2052,3699,2018-07-19,7.45609,6.95,4.38046
EDC Skincare,2052,3700,2018-07-19,8.75,10.91,8.81118
DAILYLOOK,2043,3715,2018-07-19,26.75,11.62,16.118
DAILYLOOK,2043,3718,2018-07-19,20.0,34.16,38.658
DAILYLOOK,2043,3719,2018-07-19,34.5,33.86,38.358
DAILYLOOK,2043,3720,2018-07-19,33.5,18.39,22.888
DAILYLOOK,2043,3721,2018-07-19,39.75,33.98,38.478
Beachbody,1782,3752,2018-07-19,560.75,559.34,568.051
Beachbody,1782,3754,2018-07-19,367.011,351.0,359.711
Copper Chef,2040,3760,2018-07-19,10.0,31.95,17.0
Copper Chef,2040,3761,2018-07-19,5.0,11.78,1.5
Copper Chef,2040,3765,2018-07-19,5.0,4.67,1.5
Franklin Sports,2066,3768,2018-07-19,11.925,10.33,10.5294
Franklin Sports,2066,3769,2018-07-19,9.695,9.41,9.60938
Franklin Sports,2066,3771,2018-07-19,12.5275,8.55,8.74938
Franklin Sports,2066,3776,2018-07-19,7.61,12.67,12.8694
Anine Bing,2067,3783,2018-07-19,28.7,57.06,31.535
Anine Bing,2067,3786,2018-07-19,8.4,15.04,5.565
Cuddle and Kind,2030,3808,2018-07-19,27.5,37.43,31.8155
Cuddle and Kind,2030,3809,2018-07-19,18.0,14.02,0.4335
Cuddle and Kind,2030,3810,2018-07-19,25.0,37.25,31.6625
Cuddle and Kind,2030,3811,2018-07-19,9.0,5.57,13.8
Cuddle and Kind,2030,3812,2018-07-19,12.5,16.81,14.2885
Boat Outfitters,2065,3815,2018-07-19,28.5,31.05,26.3925
Boat Outfitters,2065,3817,2018-07-19,28.75,40.91,34.7735
Boat Outfitters,2065,3819,2018-07-19,12.213,12.36,12.5031
Boat Outfitters,2065,3821,2018-07-19,13.8908,12.88,9.68473
New Republic,1906,3854,2018-07-19,39.25,37.24,42.8494
Ava Women,1729,3869,2018-07-19,15.4696,14.9,28.9902
Mega Slam Hoops,2034,3889,2018-07-19,1.54247,0.97,0.779974
Mega Slam Hoops,2034,3893,2018-07-19,28.5,27.64,27.64
Mega Slam Hoops,2034,3899,2018-07-19,32.4575,34.08,34.08
Biossance,2068,3910,2018-07-19,36.55,31.22,35.3655
Biossance,2068,3911,2018-07-19,30.0,28.28,32.4255
The Grand Voyage,1674,3912,2018-07-19,9.59129,3.07,8.98951
Powerdot,1991,3913,2018-07-19,25.5521,24.5,3.07938
Vincero Collective,1864,3915,2018-07-19,181.5,158.51,182.247
Office Chairs USA,2023,3918,2018-07-19,12.5,20.37,20.37
Office Chairs USA,2023,3919,2018-07-19,9.50467,10.07,1.95467
Office Chairs USA,2023,3921,2018-07-19,19.75,19.43,19.43
GlobeIn,1580,3923,2018-07-19,15.5,23.47,23.47
GlobeIn,1580,3924,2018-07-19,17.6355,16.15,16.15
Public Rec Apparel,2084,3930,2018-07-19,28.75,48.41,41.1485
Public Rec Apparel,2084,3934,2018-07-19,9.0,3.94,4.70552
Threadbeast,1897,3986,2018-07-19,43.75,44.0,37.4
OHMConnect,2088,3992,2018-07-19,32.76,15.66,39.9767
OHMConnect,2088,3993,2018-07-19,10.4,1.64,25.9567
OHMConnect,2088,3994,2018-07-19,65.0,17.91,42.2267
Public Rec Apparel,2084,4016,2018-07-19,17.5,17.09,12.1808
Biossance,2068,4046,2018-07-19,16.4521,7.24,11.3855
Lenny & Larry's,2112,4054,2018-07-19,26.2726,18.61,19.4959
Lenny & Larry's,2112,4057,2018-07-19,17.5,25.99,26.8759
Lenny & Larry's,2112,4058,2018-07-19,27.0,19.48,20.3659
Lenny & Larry's,2112,4059,2018-07-19,26.7,39.64,40.5259
Factor 75,2111,4083,2018-07-19,70.0,249.45,282.039
Factor 75,2111,4085,2018-07-19,46.2575,21.44,54.0295
Factor 75,2111,4086,2018-07-19,255.15,57.18,89.7695
Factor 75,2111,4087,2018-07-19,52.5,45.23,77.8195
Factor 75,2111,4088,2018-07-19,200.75,88.41,120.999
Original Grain,1899,4120,2018-07-19,62.5,86.27,96.8175
Original Grain,1899,4121,2018-07-19,121.75,72.04,82.5875
Original Grain,1899,4122,2018-07-19,35.0,24.33,34.8775
BarkBox,1898,4125,2018-07-19,25.0,67.06,57.001
BarkBox,1898,4127,2018-07-19,12.5,12.46,20.625
YogaClub,2039,4131,2018-07-19,80.0,19.76,28.0025
YogaClub,2039,4132,2018-07-19,5.0,33.94,42.1825
Jewlr,2116,4141,2018-07-19,16.25,79.85,66.9375
Jewlr,2116,4145,2018-07-19,18.75,11.4,5.90625
Jewlr,2116,4147,2018-07-19,43.75,61.98,5.90625
Goodlife Clothing,2119,4154,2018-07-19,18.0282,31.44,26.724
Goodlife Clothing,2119,4155,2018-07-19,9.38519,3.57,3.76288
LaserAway,2099,4157,2018-07-19,47.325,43.8,46.4888
LaserAway,2099,4158,2018-07-19,13.0,12.33,15.0188
LaserAway,2099,4159,2018-07-19,6.25,0.92,3.60876
LaserAway,2099,4160,2018-07-19,2.75,1.52,4.20876
Lenny & Larry's,2112,4163,2018-07-19,24.817,14.14,15.0259
Original Grain,1899,4210,2018-07-19,25.0,19.42,29.9675
Teddy the Dog,2134,4238,2018-07-19,16.0,16.26,20.0612
Teddy the Dog,2134,4239,2018-07-19,30.75,22.64,26.4412
Teddy the Dog,2134,4241,2018-07-19,5.26359,1.71,5.5112
Goodlife Clothing,2119,4243,2018-07-19,14.75,20.5,15.922
Goodlife Clothing,2119,4244,2018-07-19,8.00838,2.61,3.76288
Great Value Vacations,2132,4258,2018-07-19,7.5,6.08,2.8125
Great Value Vacations,2132,4259,2018-07-19,7.5,27.91,23.7235
Great Value Vacations,2132,4260,2018-07-19,7.5,6.5,2.6095
Great Value Vacations,2132,4264,2018-07-19,7.5,5.94,2.8125
Biossance,2068,4274,2018-07-19,37.2,36.88,41.0255
AirFryer,1978,4276,2018-07-19,22.8377,17.09,17.1398
AirFryer,1978,4277,2018-07-19,18.0,32.55,27.6675
Public Rec Apparel,2084,4291,2018-07-19,7.49031,0.65,4.70552
Happy Socks,1838,4308,2018-07-19,20.0,20.23,26.6175
Happy Socks,1838,4309,2018-07-19,20.0,11.54,17.9275
FabFitFun,1840,4311,2018-07-19,113.0,180.99,184.431
Five Four,1781,4313,2018-07-19,7.0,12.42,21.1533
New Republic,1906,4317,2018-07-19,16.044,13.16,18.7694
YogaClub,2039,4319,2018-07-19,11.25,9.46,17.7025
BarkBox,1898,4320,2018-07-19,50.0,55.55,47.2175
BarkBox,1898,4321,2018-07-19,50.0,51.78,12.6565
Great Value Vacations,2132,4333,2018-07-19,7.5,6.52,5.542
PrettyLitter,1874,4366,2018-07-19,17.5,12.2,13.45
PrettyLitter,1874,4367,2018-07-19,11.75,7.27,8.52
Strideline Socks,2131,4384,2018-07-19,30.0,22.02,43.815
Strideline Socks,2131,4386,2018-07-19,44.75,9.14,30.935
Happy Socks,1838,4398,2018-07-19,58.0,45.15,51.5375
Happy Socks,1838,4406,2018-07-19,54.0,60.98,67.3675
Happy Socks,1838,4407,2018-07-19,26.0,4.21,10.5975
YogaClub,2039,4411,2018-07-19,23.75,23.87,32.1125
Threadbeast,1897,4418,2018-07-19,7.5,2.29,35.8875
Brian Gavin Diamonds,1538,925,2018-07-20,3.75,7.35,3.604
Brian Gavin Diamonds,1538,926,2018-07-20,6.09,8.1,6.885
Brian Gavin Diamonds,1538,954,2018-07-20,1.25,1.51,0.9255
GlobeIn,1580,1112,2018-07-20,17.2324,13.63,13.6445
GlobeIn,1580,1124,2018-07-20,13.25,12.64,12.6545
Barbell Apparel,1641,1410,2018-07-20,8.0,12.01,2.55
Barbell Apparel,1641,1413,2018-07-20,32.5,37.91,37.91
Mystery Tackle Box,1656,1415,2018-07-20,12.25,12.59,12.59
Mystery Tackle Box,1656,1432,2018-07-20,1.82,2.72,2.72
Mystery Tackle Box,1656,1433,2018-07-20,1.81,1.82,0.57
Teri Jon,1630,1477,2018-07-20,2.98118,2.08,2.79059
Teri Jon,1630,1478,2018-07-20,5.9,5.38,6.09059
The Grand Voyage,1674,1520,2018-07-20,20.9677,16.74,22.4695
Ava Women,1729,1670,2018-07-20,193.0,105.39,129.238
Ava Women,1729,1672,2018-07-20,7.70114,6.35,30.1977
Ava Women,1729,1673,2018-07-20,34.0,28.26,52.1077
Gaia,1751,1941,2018-07-20,135.5,103.54,109.989
Gaia,1751,1942,2018-07-20,26.0,26.62,33.0687
weboost,1757,1954,2018-07-20,6.25,35.48,30.158
weboost,1757,1955,2018-07-20,9.95461,4.37,2.37273
Brian Gavin Diamonds,1538,1967,2018-07-20,1.25,2.81,0.9255
weboost,1757,1989,2018-07-20,11.25,8.83,2.37273
weboost,1757,1990,2018-07-20,10.0,11.07,2.37273
weboost,1757,1991,2018-07-20,10.0,20.41,10.1784
Barbell Apparel,1641,2070,2018-07-20,26.5,26.54,26.54
Mission Workshop,1793,2107,2018-07-20,4.0,7.61,7.61
Mission Workshop,1793,2108,2018-07-20,20.75,17.92,17.92
Vuori,1801,2216,2018-07-20,38.7153,38.16,44.0826
Black by Brian Gavin,1752,2258,2018-07-20,15.5,1.59,15.5
Chubbies,1774,2279,2018-07-20,24.0,21.09,14.263
Chubbies,1774,2280,2018-07-20,5.25,3.71,9.1125
Chipolo,1821,2318,2018-07-20,12.75,11.08,12.7267
Chipolo,1821,2321,2018-07-20,7.0,6.18,7.82667
Chipolo,1821,2322,2018-07-20,6.25,3.8,5.44667
Vuori,1801,2379,2018-07-20,83.75,72.46,78.3827
Gaia,1751,2390,2018-07-20,129.166,141.16,147.609
Chubbies,1774,2391,2018-07-20,31.5,43.97,37.3745
inkbox,1845,2393,2018-07-20,109.908,117.96,105.957
inkbox,1845,2394,2018-07-20,121.299,125.25,125.25
FabFitFun,1840,2451,2018-07-20,333.5,228.65,241.935
Happy Socks,1838,2496,2018-07-20,34.0,12.99,20.5875
Vincero Collective,1864,2502,2018-07-20,160.25,148.32,177.12
Blink for Home,1867,2529,2018-07-20,60.0,75.17,89.3066
Blink for Home,1867,2530,2018-07-20,116.517,75.24,89.3766
Blink for Home,1867,2533,2018-07-20,159.25,130.17,144.307
Blink for Home,1867,2534,2018-07-20,14.5,13.14,27.2766
PrettyLitter,1874,2567,2018-07-20,12.5,7.73,13.61
PrettyLitter,1874,2568,2018-07-20,29.5,14.12,20.0
PrettyLitter,1874,2569,2018-07-20,10.0,7.77,13.65
PrettyLitter,1874,2571,2018-07-20,26.25,27.36,33.24
Motiv,1796,2625,2018-07-20,3.14,1.33,3.14
Happy Socks,1838,2671,2018-07-20,60.0,51.27,58.8675
Glossier,1885,2737,2018-07-20,50.0,74.46,25.1043
Glossier,1885,2741,2018-07-20,44.1301,65.19,25.1043
Glossier,1885,2746,2018-07-20,69.0,184.79,157.072
LaCantina Doors,967,2757,2018-07-20,9.0,4.56,9.0
Five Four,1781,2789,2018-07-20,70.0,55.95,56.8167
ICEMULE Coolers,1802,2794,2018-07-20,22.5,18.69,23.31
ICEMULE Coolers,1802,2795,2018-07-20,10.0,3.48,8.1
ICEMULE Coolers,1802,2797,2018-07-20,5.0,1.47,6.09
Mission Workshop,1793,2808,2018-07-20,3.75,3.21,2.97
Happy Socks,1838,2812,2018-07-20,68.0,72.49,80.0875
Five Four,1781,2832,2018-07-20,10.5,17.29,18.1567
Threadbeast,1897,2836,2018-07-20,37.5,23.63,12.053
Threadbeast,1897,2838,2018-07-20,28.5,24.46,20.791
Threadbeast,1897,2839,2018-07-20,47.0,57.36,48.756
Threadbeast,1897,2840,2018-07-20,75.0,96.54,82.059
New Republic,1906,2844,2018-07-20,36.5328,40.31,40.31
New Republic,1906,2845,2018-07-20,31.0,28.16,27.2228
True & Co.,1833,2852,2018-07-20,250.0,207.81,229.583
True & Co.,1833,2853,2018-07-20,112.5,121.13,142.902
True & Co.,1833,2854,2018-07-20,275.0,195.44,217.212
True & Co.,1833,2855,2018-07-20,75.0,101.03,122.802
BarkBox,1898,2863,2018-07-20,25.0,24.67,13.6875
Candy Club,1913,2938,2018-07-20,31.5,20.34,28.786
Candy Club,1913,2939,2018-07-20,12.5,8.34,16.786
Candy Club,1913,2940,2018-07-20,31.5,19.19,27.636
Candy Club,1913,2941,2018-07-20,11.25,2.21,10.656
Candy Club,1913,2942,2018-07-20,16.25,10.69,19.136
Glossier,1885,2949,2018-07-20,226.456,157.33,102.89
Glossier,1885,3108,2018-07-20,62.5,196.25,166.812
FabFitFun,1840,3119,2018-07-20,100.0,127.91,141.195
True Facet,1940,3175,2018-07-20,50.0,27.38,31.1177
True Facet,1940,3176,2018-07-20,18.75,16.19,19.9277
True Facet,1940,3179,2018-07-20,44.8408,55.73,59.4677
True Facet,1940,3180,2018-07-20,11.5,10.84,14.5777
Pair of Thieves,1919,3218,2018-07-20,19.0,19.26,28.5225
Pair of Thieves,1919,3219,2018-07-20,60.75,36.46,45.7225
Pair of Thieves,1919,3222,2018-07-20,24.75,37.01,46.2725
Pair of Thieves,1919,3223,2018-07-20,47.5,22.22,31.4825
Huckberry,1975,3245,2018-07-20,42.5,48.55,48.55
Huckberry,1975,3246,2018-07-20,48.945,49.27,49.27
Huckberry,1975,3249,2018-07-20,55.61,54.24,54.24
Huckberry,1975,3251,2018-07-20,36.61,47.31,47.31
Huckberry,1975,3252,2018-07-20,28.9175,19.11,13.2125
FabFitFun,1840,3261,2018-07-20,360.885,435.07,448.355
FabFitFun,1840,3267,2018-07-20,450.25,355.88,369.165
Peragon,1960,3330,2018-07-20,24.25,22.29,22.6419
Peragon,1960,3331,2018-07-20,4.09382,5.35,5.70191
Powerdot,1991,3358,2018-07-20,60.06,66.39,69.3332
Powerdot,1991,3359,2018-07-20,8.20071,0.54,3.4832
Powerdot,1991,3360,2018-07-20,49.25,42.73,45.6732
Rear View Safety,1989,3393,2018-07-20,7.25,7.89,9.51789
Rear View Safety,1989,3396,2018-07-20,31.25,29.5,31.1279
Rear View Safety,1989,3397,2018-07-20,4.68155,4.36,5.98789
Rear View Safety,1989,3398,2018-07-20,26.0,20.92,22.5479
Augusta Sportswear,1942,3403,2018-07-20,36.25,35.6,39.0113
Augusta Sportswear,1942,3408,2018-07-20,9.30262,3.13,6.54131
AirFryer,1978,3467,2018-07-20,10.4306,2.76,22.8531
AirFryer,1978,3469,2018-07-20,1.4469,1.55,22.8531
AirFryer,1978,3470,2018-07-20,160.0,204.53,173.85
AirFryer,1978,3471,2018-07-20,20.2144,20.07,7.91439
AirFryer,1978,3472,2018-07-20,205.25,192.2,163.37
AirFryer,1978,3473,2018-07-20,18.8814,14.43,22.8531
My Organized Life,2024,3505,2018-07-20,6.5,26.48,22.508
My Organized Life,2024,3506,2018-07-20,12.2431,7.86,2.02596
My Organized Life,2024,3509,2018-07-20,8.25,12.96,11.016
My Organized Life,2024,3510,2018-07-20,14.8304,7.72,6.27352
Vincero Collective,1864,3528,2018-07-20,258.25,203.66,232.46
Lobster Sports,1993,3549,2018-07-20,17.0,19.95,19.95
Lobster Sports,1993,3552,2018-07-20,12.1675,13.84,9.2175
Care/of,1947,3564,2018-07-20,70.257,51.94,101.967
Care/of,1947,3567,2018-07-20,120.257,38.52,88.547
FuelX Marketing,1750,3650,2018-07-20,19.8,5.33,11.0033
FuelX Marketing,1750,3655,2018-07-20,10.0,6.97,12.6433
Leesa Canada,2031,3667,2018-07-20,3.53964,6.36,2.19794
Leesa Canada,2031,3668,2018-07-20,0.766202,0.36,2.19794
Leesa Canada,2031,3670,2018-07-20,12.5,15.55,11.0975
Leesa Canada,2031,3674,2018-07-20,12.5,16.25,13.8125
FuelX Marketing,1750,3684,2018-07-20,9.9,10.38,16.0533
Glossier,1885,3685,2018-07-20,50.0,26.48,25.1043
EDC Skincare,2052,3696,2018-07-20,12.25,19.47,16.5495
EDC Skincare,2052,3697,2018-07-20,8.25,8.12,4.38046
EDC Skincare,2052,3698,2018-07-20,21.7,33.34,28.339
EDC Skincare,2052,3699,2018-07-20,7.45609,7.0,4.38046
EDC Skincare,2052,3700,2018-07-20,8.75,10.34,4.75668
DAILYLOOK,2043,3715,2018-07-20,16.75,13.45,16.306
DAILYLOOK,2043,3718,2018-07-20,7.5,33.66,36.516
DAILYLOOK,2043,3719,2018-07-20,57.0,35.46,38.316
DAILYLOOK,2043,3720,2018-07-20,23.5,20.91,23.766
DAILYLOOK,2043,3721,2018-07-20,49.75,36.74,39.596
Beachbody,1782,3752,2018-07-20,560.75,590.58,590.58
Beachbody,1782,3754,2018-07-20,367.011,359.31,337.181
Copper Chef,2040,3760,2018-07-20,21.0,37.36,29.75
Copper Chef,2040,3761,2018-07-20,7.0,12.02,2.625
Copper Chef,2040,3765,2018-07-20,7.0,5.13,2.625
Franklin Sports,2066,3768,2018-07-20,11.925,10.9,10.9
Franklin Sports,2066,3769,2018-07-20,9.695,10.04,10.04
Franklin Sports,2066,3771,2018-07-20,12.5275,10.02,8.8675
Franklin Sports,2066,3776,2018-07-20,7.61,11.95,11.95
Anine Bing,2067,3783,2018-07-20,28.7,51.54,31.535
Anine Bing,2067,3786,2018-07-20,8.4,19.09,5.565
Cuddle and Kind,2030,3808,2018-07-20,27.5,42.83,42.83
Cuddle and Kind,2030,3809,2018-07-20,28.0,20.06,20.06
Cuddle and Kind,2030,3810,2018-07-20,48.0,45.08,45.08
Cuddle and Kind,2030,3811,2018-07-20,9.0,5.18,1.45
Cuddle and Kind,2030,3812,2018-07-20,12.5,15.58,15.58
Boat Outfitters,2065,3815,2018-07-20,28.5,30.95,26.3075
Boat Outfitters,2065,3817,2018-07-20,28.75,40.9,34.765
Boat Outfitters,2065,3819,2018-07-20,12.213,11.98,12.5031
Boat Outfitters,2065,3821,2018-07-20,13.8908,12.98,9.77823
Ava Women,1729,3869,2018-07-20,15.4696,14.78,38.6277
Mega Slam Hoops,2034,3889,2018-07-20,1.54247,0.94,9.375
Mega Slam Hoops,2034,3893,2018-07-20,28.5,28.27,23.885
Mega Slam Hoops,2034,3899,2018-07-20,32.4575,34.4,29.24
Biossance,2068,3910,2018-07-20,36.55,31.71,36.188
Biossance,2068,3911,2018-07-20,30.0,27.39,31.868
The Grand Voyage,1674,3912,2018-07-20,9.59129,2.36,8.08951
Powerdot,1991,3913,2018-07-20,25.5521,21.63,24.5732
Vincero Collective,1864,3915,2018-07-20,181.5,161.62,190.42
Office Chairs USA,2023,3918,2018-07-20,12.5,17.93,17.93
Office Chairs USA,2023,3919,2018-07-20,9.50467,10.13,5.28468
Office Chairs USA,2023,3921,2018-07-20,19.75,18.54,18.54
GlobeIn,1580,3923,2018-07-20,15.5,21.48,21.4945
GlobeIn,1580,3924,2018-07-20,17.6355,15.81,15.8245
Public Rec Apparel,2084,3930,2018-07-20,28.75,36.53,36.53
Public Rec Apparel,2084,3934,2018-07-20,9.0,3.65,3.65
BarkBox,1898,3969,2018-07-20,20.0,79.04,67.184
Threadbeast,1897,3986,2018-07-20,43.75,46.71,39.7035
OHMConnect,2088,3992,2018-07-20,32.76,16.23,36.2633
OHMConnect,2088,3993,2018-07-20,10.4,3.55,23.5833
OHMConnect,2088,3994,2018-07-20,65.0,28.28,48.3133
Public Rec Apparel,2084,4016,2018-07-20,17.5,22.2,22.2
Biossance,2068,4046,2018-07-20,16.4521,7.55,12.028
Lenny & Larry's,2112,4054,2018-07-20,26.2726,19.89,21.4019
Lenny & Larry's,2112,4057,2018-07-20,17.5,25.27,26.7819
Lenny & Larry's,2112,4058,2018-07-20,27.0,20.24,21.7519
Lenny & Larry's,2112,4059,2018-07-20,26.7,33.76,35.2719
Factor 75,2111,4083,2018-07-20,70.0,283.51,306.284
Factor 75,2111,4085,2018-07-20,46.2575,18.89,41.6635
Factor 75,2111,4086,2018-07-20,255.15,73.67,96.4435
Factor 75,2111,4087,2018-07-20,52.5,47.9,70.6735
Factor 75,2111,4088,2018-07-20,200.75,86.82,109.593
Original Grain,1899,4120,2018-07-20,62.5,85.58,98.945
Original Grain,1899,4121,2018-07-20,121.75,64.51,77.875
Original Grain,1899,4122,2018-07-20,35.0,21.56,34.925
BarkBox,1898,4125,2018-07-20,25.0,31.54,2.5075
BarkBox,1898,4127,2018-07-20,12.5,10.43,13.6875
YogaClub,2039,4131,2018-07-20,80.0,20.5,41.18
Jewlr,2116,4141,2018-07-20,16.25,85.77,66.9375
Jewlr,2116,4145,2018-07-20,18.75,7.12,5.90625
Jewlr,2116,4147,2018-07-20,43.75,39.36,5.90625
Goodlife Clothing,2119,4154,2018-07-20,24.7782,26.79,22.7715
Goodlife Clothing,2119,4155,2018-07-20,2.5,2.06,7.50548
LaserAway,2099,4157,2018-07-20,47.325,46.58,48.9013
LaserAway,2099,4158,2018-07-20,13.0,12.22,14.5413
LaserAway,2099,4159,2018-07-20,6.25,0.65,2.97126
LaserAway,2099,4160,2018-07-20,2.75,0.59,2.91126
Lenny & Larry's,2112,4163,2018-07-20,24.817,15.57,17.0819
Original Grain,1899,4210,2018-07-20,25.0,19.14,32.505
Teddy the Dog,2134,4238,2018-07-20,16.0,16.93,23.8412
Teddy the Dog,2134,4239,2018-07-20,30.75,12.49,19.4012
Teddy the Dog,2134,4241,2018-07-20,5.26359,1.86,8.7712
Goodlife Clothing,2119,4243,2018-07-20,19.75,22.89,19.4565
Goodlife Clothing,2119,4244,2018-07-20,3.00838,2.71,0.303067
Great Value Vacations,2132,4258,2018-07-20,7.5,7.06,1.875
Great Value Vacations,2132,4259,2018-07-20,7.5,28.39,24.1315
Great Value Vacations,2132,4260,2018-07-20,7.5,5.95,1.875
Great Value Vacations,2132,4264,2018-07-20,7.5,12.17,7.7435
Biossance,2068,4274,2018-07-20,37.2,35.64,40.118
AirFryer,1978,4276,2018-07-20,22.8377,21.32,18.122
AirFryer,1978,4277,2018-07-20,18.0,29.7,25.245
Public Rec Apparel,2084,4291,2018-07-20,7.49031,0.67,0.360314
Happy Socks,1838,4308,2018-07-20,20.0,20.47,28.0675
Happy Socks,1838,4309,2018-07-20,20.0,12.59,20.1875
FabFitFun,1840,4311,2018-07-20,113.0,143.7,156.985
Five Four,1781,4313,2018-07-20,7.0,11.66,12.5267
YogaClub,2039,4319,2018-07-20,11.25,10.89,31.57
BarkBox,1898,4320,2018-07-20,50.0,66.36,56.406
BarkBox,1898,4321,2018-07-20,50.0,34.15,29.0275
Great Value Vacations,2132,4333,2018-07-20,7.5,9.15,1.875
PrettyLitter,1874,4366,2018-07-20,22.5,12.84,18.72
PrettyLitter,1874,4367,2018-07-20,11.75,7.4,13.28
Strideline Socks,2131,4384,2018-07-20,30.0,26.72,45.935
Strideline Socks,2131,4386,2018-07-20,44.75,9.6,28.815
Happy Socks,1838,4398,2018-07-20,58.0,49.1,56.6975
Happy Socks,1838,4406,2018-07-20,54.0,49.25,56.8475
Happy Socks,1838,4407,2018-07-20,26.0,11.06,18.6575
YogaClub,2039,4411,2018-07-20,23.75,21.57,42.25
Threadbeast,1897,4418,2018-07-20,7.5,0.0,35.8875
Brian Gavin Diamonds,1538,925,2018-07-21,3.75,6.39,4.70718
Brian Gavin Diamonds,1538,926,2018-07-21,6.09,6.51,5.25622
Brian Gavin Diamonds,1538,954,2018-07-21,1.25,1.25,1.1883
GlobeIn,1580,1112,2018-07-21,17.2324,12.54,13.052
GlobeIn,1580,1124,2018-07-21,13.25,13.8,14.312
Barbell Apparel,1641,1410,2018-07-21,8.0,13.03,2.65
