cid,bid,value
3279,1885,0.75
3278,1885,0.75
3277,1885,0.75
3276,1840,0.65
3275,1840,0.65
3274,1840,0.65
3273,1840,0.65
3272,1840,0.65
3271,1840,0.65
3270,1840,0.65
3269,1840,0.65
3268,1840,0.65
3267,1840,0.65
3266,1840,0.65
3265,1840,0.65
3264,1840,0.65
3263,1840,0.65
3262,1840,0.65
3261,1840,0.65
3260,1933,0.75
3259,1933,0.75
3258,1933,0.75
3257,1933,0.75
3256,1933,0.75
3255,1933,0.75
3254,1933,0.75
3253,1933,0.75
3252,1975,0.75
3251,1975,0.75
3250,1975,0.75
3249,1975,0.75
3248,1975,0.75
3247,1975,0.75
3246,1975,0.75
3245,1975,0.75
3244,1973,0.75
3243,1973,0.75
3242,1973,0.75
3241,1973,0.75
3240,1973,0.75
3239,1973,0.75
3238,1973,0.75
3237,1973,0.75
3235,1841,0.75
3234,1841,0.75
3233,1841,0.75
3232,1841,0.75
3231,1841,0.75
3230,1841,0.75
3229,1841,0.75
3228,1841,0.75
3227,21,0.75
3226,21,0.75
3225,1919,0.75
3224,1919,0.75
3223,1919,0.75
3222,1919,0.75
3221,1919,0.75
3220,1919,0.75
3219,1919,0.75
3218,1919,0.75
3217,1600,0.75
3216,1600,0.75
3215,1600,0.75
3214,1600,0.75
3213,1600,0.75
3212,1939,0.75
3211,1939,0.75
3210,1939,0.75
3209,1939,0.75
3208,1939,0.75
3207,1939,0.75
3206,1939,0.75
3205,1939,0.75
3204,1939,0.75
3203,1939,0.75
3202,1939,0.75
3201,1939,0.75
3200,1939,0.75
3199,1939,0.75
3198,1939,0.75
3197,1956,0.75
3196,1956,0.75
3195,1956,0.75
3194,1956,0.75
3193,1956,0.75
3192,1956,0.75
3182,1940,0.75
3181,1940,0.75
3180,1940,0.75
3179,1940,0.75
3178,1940,0.75
3177,1940,0.75
3176,1940,0.75
3175,1940,0.75
3172,1939,0.75
3163,1765,0.75
3162,1952,0.75
3161,1952,0.75
3160,1952,0.75
3159,1952,0.75
3158,1952,0.75
3157,1952,0.75
3156,1952,0.75
3155,1952,0.75
3154,1771,0.75
3153,1958,0.75
3152,1958,0.75
3151,1958,0.75
3150,1958,0.75
3149,1958,0.75
3148,1958,0.75
3147,1934,0.75
3146,1934,0.75
3145,1934,0.75
3144,1934,0.75
3143,1934,0.75
3142,1934,0.75
3141,1934,0.75
3140,1934,0.75
3139,1916,0.75
3138,1838,0.6
3137,1838,0.6
3136,1838,0.6
3135,1838,0.6
3134,1943,0.75
3133,1943,0.75
3132,1943,0.75
3131,1943,0.75
3130,1943,0.75
3129,1943,0.75
3128,1765,0.75
3127,1946,0.6
3126,1946,0.6
3125,1946,0.6
3124,1946,0.6
3123,1946,0.6
3122,1946,0.6
3121,1845,0.75
3120,1885,0.75
3119,1840,0.65
3118,1885,0.75
3117,1950,0.75
3116,1950,0.75
3115,1950,0.75
3114,1950,0.75
3113,1950,0.75
3112,1950,0.75
3111,1571,0.65
3108,1885,0.75
3107,1840,0.65
3106,1850,0.75
3105,1885,0.75
3104,1833,0.75
3103,1654,0.75
3102,1845,0.75
3101,1864,0.75
3100,1865,0.75
3099,1833,0.75
3098,1855,0.75
3097,1850,0.75
3096,1921,0.75
3095,1921,0.75
3094,1921,0.75
3093,1921,0.75
3092,1921,0.75
3091,1921,0.75
3090,1921,0.75
3089,1921,0.75
3088,1921,0.75
3087,1921,0.75
3086,1921,0.75
3085,1921,0.75
3084,1769,0.75
3083,1944,0.75
3082,1944,0.75
3081,1944,0.75
3080,1944,0.75
3079,1944,0.75
3078,1944,0.75
3077,1926,0.75
3076,1751,0.75
3075,1604,0.5
3074,1604,0.5
3073,1914,0.75
3072,1914,0.75
3071,1914,0.75
3070,1914,0.75
3069,1914,0.75
3068,1914,0.75
3067,1654,0.75
3066,1935,0.75
3065,1935,0.75
3064,1935,0.75
3063,21,0.75
3062,1781,0.65
3061,1781,0.65
3060,1845,0.75
3059,1935,0.75
3058,1935,0.75
3057,1935,0.75
3056,1935,0.75
3055,1935,0.75
3054,1604,0.5
3053,1845,0.75
3052,1827,0.75
3051,1827,0.75
3050,1827,0.75
3049,1827,0.75
3048,1827,0.75
3047,1827,0.75
3042,1750,0.01
3039,1733,0.75
3038,1733,0.75
3037,1733,0.75
3036,1733,0.75
3035,1733,0.75
3034,1733,0.75
3033,1733,0.75
3032,1733,0.75
3031,1733,0.75
3030,1733,0.75
3029,1733,0.75
3028,1733,0.75
3027,1845,0.75
3025,1845,0.75
3024,1782,0.55
3023,1654,0.75
3022,1848,0.6
3021,1845,0.75
3020,1927,0.75
3019,1927,0.75
3018,1927,0.75
3017,1927,0.75
3016,1927,0.75
3015,1927,0.75
3014,1927,0.75
3013,1927,0.75
3012,1604,0.5
3011,1930,0.75
3010,1930,0.75
3009,1930,0.75
3008,1930,0.75
3007,1930,0.75
3006,1930,0.75
3005,1930,0.75
3004,1930,0.75
3003,1855,0.75
3002,1909,0.75
3001,1909,0.75
3000,1909,0.75
2999,1909,0.75
2998,1909,0.75
2997,1909,0.75
2996,1845,0.75
2995,1538,0.75
2994,1926,0.75
2993,1926,0.75
2992,1926,0.75
2991,1926,0.75
2990,1926,0.75
2989,1926,0.75
2988,1926,0.75
2987,1926,0.75
2986,1924,0.75
2985,1924,0.75
2984,1924,0.75
2983,1924,0.75
2982,1924,0.75
2981,1924,0.75
2980,1923,0.75
2979,1923,0.75
2978,1923,0.75
2977,1923,0.75
2976,1923,0.75
2975,1923,0.75
2974,1923,0.75
2973,1916,0.75
2972,1916,0.75
2969,1916,0.75
2968,1916,0.75
2963,1923,0.75
2962,1922,0.75
2961,1922,0.75
2960,1922,0.75
2959,1922,0.75
2958,1922,0.75
2957,1922,0.75
2956,1922,0.75
2955,1922,0.75
2954,1600,0.75
2953,1873,0.75
2952,1873,0.75
2951,1873,0.75
2950,1873,0.75
2949,1885,0.75
2948,1885,0.75
2947,21,0.75
2946,21,0.75
2945,1864,0.75
2944,1885,0.75
2943,1913,0.75
2941,1913,0.75
2937,1866,0.75
2936,1866,0.75
2935,1866,0.75
2934,1866,0.75
2933,1866,0.75
2932,1866,0.75
2931,1865,0.75
2930,1865,0.75
2929,1865,0.75
2928,1865,0.75
2927,1865,0.75
2926,1865,0.75
2925,1873,0.75
2924,1873,0.75
2921,1873,0.75
2920,1873,0.75
2913,1873,0.75
2912,1873,0.75
2911,1873,0.75
2910,1873,0.75
2909,1873,0.75
2908,1873,0.75
2907,1911,0.75
2906,1911,0.75
2905,1911,0.75
2904,1911,0.75
2903,1911,0.75
2902,1911,0.75
2901,1911,0.75
2900,1911,0.75
2899,1887,0.75
2898,1887,0.75
2897,1850,0.75
2896,1879,0.75
2895,1879,0.75
2894,1879,0.75
2893,1879,0.75
2892,1879,0.75
2891,1879,0.75
2890,1915,0.75
2889,1915,0.75
2888,1915,0.75
2887,1915,0.75
2886,1915,0.75
2885,1915,0.75
2884,1915,0.75
2883,1915,0.75
2882,1915,0.75
2881,1915,0.75
2880,1915,0.75
2879,1915,0.75
2878,1887,0.75
2877,1887,0.75
2876,1774,0.75
2875,1654,0.75
2874,1845,0.75
2873,1845,0.75
2872,1752,0.75
2871,21,0.75
2870,1897,0.75
2869,1897,0.75
2868,1810,0.75
2867,1833,0.75
2866,1833,0.5
2865,1898,0.75
2864,1898,0.75
2863,1898,0.75
2862,1898,0.75
2861,1898,0.75
2860,1898,0.75
2859,1898,0.75
2858,1898,0.75
2857,1833,0.75
2856,1833,0.75
2855,1833,0.75
2854,1833,0.75
2853,1833,0.75
2852,1833,0.75
2851,1838,0.6
2850,1906,0.75
2849,1906,0.75
2848,1906,0.75
2847,1906,0.75
2846,1906,0.75
2845,1906,0.75
2844,1906,0.75
2843,1906,0.75
2842,21,0.75
2841,1897,0.75
2837,1897,0.75
2835,1781,0.65
2834,1781,0.65
2833,1781,0.65
2831,1878,0.75
2830,1878,0.75
2829,1878,0.75
2828,1878,0.75
2827,1878,0.75
2826,1878,0.75
2825,1912,0.75
2824,1912,0.75
2823,1912,0.75
2822,1912,0.75
2821,1887,0.75
2820,1850,0.75
2819,1905,0.75
2818,1905,0.75
2817,1905,0.75
2816,1905,0.75
2815,1905,0.75
2814,1905,0.75
2813,1905,0.75
2812,1838,0.6
2811,1887,0.75
2810,1887,0.75
2807,1850,0.75
2806,1850,0.75
2805,1850,0.75
2804,1850,0.75
2803,1850,0.75
2802,1850,0.75
2801,1850,0.75
2798,1802,0.75
2797,1802,0.75
2796,1802,0.75
2795,1802,0.75
2794,1802,0.75
2791,1781,0.65
2790,1781,0.65
2788,1850,0.75
2786,1850,0.75
2785,1850,0.75
2784,1850,0.75
2783,1850,0.75
2782,1850,0.75
2780,1850,0.75
2779,1850,0.75
2778,1850,0.75
2777,1850,0.75
2776,1850,0.75
2774,1850,0.75
2773,1850,0.75
2772,1850,0.75
2771,1850,0.75
2770,1850,0.75
2768,1850,0.75
2767,1850,0.75
2766,1850,0.75
2765,1850,0.75
2764,1729,0.75
2763,1729,0.75
2762,1855,0.75
2761,1841,0.75
2760,1841,0.75
2759,967,0.75
2758,967,0.75
2757,967,0.75
2756,1900,0.6
2755,1900,0.6
2754,1900,0.6
2753,1900,0.6
2752,1900,0.6
2751,1900,0.6
2750,1900,0.6
2749,1900,0.6
2748,1900,0.6
2747,1885,0.75
2746,1885,0.75
2745,1885,0.75
2744,1885,0.75
2743,1885,0.75
2742,1885,0.75
2741,1885,0.75
2740,1885,0.75
2739,1885,0.75
2738,1885,0.75
2737,1885,0.75
2736,1885,0.75
2735,1798,0.75
2734,1798,0.75
2733,1887,0.75
2732,1887,0.75
2731,1900,0.6
2730,1900,0.6
2729,1900,0.6
2728,1900,0.6
2727,1900,0.6
2726,1900,0.6
2725,1900,0.6
2724,1900,0.6
2723,1900,0.6
2722,1900,0.6
2721,1900,0.6
2720,1900,0.6
2719,1900,0.6
2718,1845,0.75
2717,1845,0.75
2716,1845,0.75
2715,1845,0.75
2714,1845,0.75
2713,1845,0.75
2712,1845,0.75
2711,1845,0.75
2710,1845,0.75
2709,1845,0.75
2708,1845,0.75
2707,1845,0.75
2706,1845,0.75
2705,1845,0.75
2704,1900,0.6
2703,1900,0.6
2702,1900,0.6
2701,1900,0.6
2700,1900,0.6
2699,1900,0.6
2698,1887,0.75
2697,1887,0.75
2696,1887,0.75
2695,1887,0.75
2694,1887,0.75
2693,1887,0.75
2692,1887,0.75
2691,1885,0.75
2690,1600,0.75
2689,1731,0.75
2688,1600,0.75
2687,1774,0.75
2686,1857,0.75
2685,1857,0.75
2684,1867,0.7
2683,1872,0.75
2682,1872,0.75
2681,1872,0.75
2680,1872,0.75
2679,1872,0.75
2678,1872,0.75
2677,1863,0.75
2676,1863,0.75
2675,1863,0.75
2674,1863,0.75
2673,1863,0.75
2672,1863,0.75
2671,1838,0.6
2670,1892,0.75
2669,1892,0.75
2668,1892,0.75
2667,1892,0.75
2666,1892,0.75
2665,1892,0.75
2664,1892,0.75
2663,1891,0.75
2662,1891,0.75
2661,1891,0.75
2660,1891,0.75
2659,1891,0.75
2658,1891,0.75
2657,1891,0.75
2656,1890,0.75
2655,1890,0.75
2654,1890,0.75
2653,1890,0.75
2652,1890,0.75
2651,1890,0.75
2650,1890,0.75
2649,1884,0.75
2648,1884,0.75
2647,1884,0.75
2646,1884,0.75
2645,1884,0.75
2644,1884,0.75
2643,1888,0.75
2642,1888,0.75
2641,1860,0.7
2640,1860,0.7
2639,1860,0.7
2638,1860,0.7
2637,1634,0.75
2636,1634,0.75
2635,1634,0.75
2634,1634,0.75
2633,1880,0.75
2632,1880,0.75
2631,1690,0.75
2630,1867,0.7
2629,1864,0.75
2628,1864,0.75
2627,1848,0.6
2626,1796,0.75
2625,1796,0.75
2624,1810,0.75
2623,1848,0.6
2622,1840,0.65
2621,1840,0.65
2620,1840,0.65
2619,1840,0.65
2618,1885,0.75
2617,1885,0.75
2616,1885,0.75
2615,1885,0.75
2614,1885,0.75
2613,1885,0.75
2612,1850,0.75
2611,1769,0.75
2610,1880,0.75
2609,1880,0.75
2608,1880,0.75
2607,1880,0.75
2606,1880,0.75
2605,1774,0.75
2604,1604,0.5
2603,1604,0.5
2602,1604,0.5
2601,1604,0.5
2600,1798,0.75
2599,1798,0.75
2598,1803,0.75
2597,1701,0.75
2596,1701,0.75
2595,1690,0.75
2594,1690,0.75
2593,1853,0.75
2592,1853,0.75
2591,1853,0.75
2590,1853,0.75
2589,1848,0.6
2588,1848,0.6
2587,1848,0.6
2586,1848,0.6
2585,1848,0.6
2584,1848,0.6
2583,1865,0.75
2582,1865,0.75
2581,1865,0.75
2580,1865,0.75
2579,1865,0.75
2578,1865,0.75
2577,1853,0.75
2576,1775,0.75
2575,1775,0.75
2574,1782,0.55
2573,1782,0.55
2572,1874,0.75
2571,1874,0.75
2570,1874,0.75
2569,1874,0.75
2568,1874,0.75
2567,1874,0.75
2566,1739,0.75
2565,1739,0.75
2564,1864,0.75
2563,1864,0.75
2562,1774,0.75
2561,1793,0.75
2560,1793,0.75
2559,1842,0.75
2558,1842,0.75
2557,1600,0.75
2556,1600,0.75
2555,1855,0.75
2554,1855,0.75
2553,1855,0.75
2552,1855,0.75
2551,1855,0.75
2550,1855,0.75
2549,1870,0.75
2548,1870,0.75
2547,1870,0.75
2546,1870,0.75
2545,1870,0.75
2544,1870,0.75
2543,1870,0.75
2542,1870,0.75
2541,1853,0.75
2540,1853,0.75
2539,1557,0.65
2538,1557,0.65
2537,1690,0.75
2536,1557,0.65
2535,1557,0.65
2534,1867,0.7
2533,1867,0.7
2532,1867,0.7
2531,1867,0.7
2530,1867,0.7
2529,1867,0.7
2528,1840,0.65
2527,1857,0.75
2526,1857,0.75
2525,1857,0.75
2524,1857,0.75
2523,1857,0.75
2522,1857,0.75
2521,1866,0.75
2520,1866,0.75
2519,1866,0.75
2518,1866,0.75
2517,1866,0.75
2516,1866,0.75
2515,1850,0.75
2514,1850,0.75
2513,1850,0.75
2512,1641,0.75
2511,1774,0.75
2510,1774,0.75
2509,1774,0.75
2508,1853,0.75
2507,1853,0.75
2506,1853,0.75
2505,1853,0.75
2504,1853,0.75
2503,1864,0.75
2502,1864,0.75
2501,1864,0.75
2500,1864,0.75
2499,1838,0.6
2498,1838,0.6
2497,1838,0.6
2496,1838,0.6
2495,1838,0.6
2494,21,0.75
2493,1654,0.75
2492,1850,0.75
2491,1750,0.01
2490,1654,0.75
2489,1654,0.75
2488,1865,0.75
2487,1865,0.75
2486,1850,0.75
2485,1850,0.75
2484,1850,0.75
2483,1803,0.75
2482,1803,0.75
2481,1803,0.75
2480,1803,0.75
2479,1850,0.75
2478,1858,0.75
2477,1858,0.75
2476,1858,0.75
2475,1858,0.75
2474,1774,0.75
2473,1774,0.75
2472,1774,0.75
2471,1774,0.75
2470,1774,0.75
2469,1774,0.75
2468,1774,0.75
2467,1774,0.75
2466,1774,0.75
2465,1774,0.75
2464,1841,0.75
2463,1841,0.75
2462,1841,0.75
2461,1841,0.75
2460,1841,0.75
2459,1841,0.75
2458,1841,0.75
2457,1841,0.75
2456,1868,0.75
2455,1868,0.75
2454,1840,0.65
2453,1840,0.65
2452,1840,0.65
2451,1840,0.65
2450,1840,0.65
2449,1775,0.75
2448,1847,0.75
2447,1826,0.75
2446,1826,0.75
2445,1826,0.75
2444,1826,0.75
2443,1842,0.75
2442,1842,0.75
2441,1842,0.75
2440,1842,0.75
2439,1806,0.75
2438,1806,0.75
2437,1806,0.75
2436,1806,0.75
2435,1806,0.75
2434,1847,0.75
2433,1847,0.75
2432,1847,0.75
2431,1847,0.75
2430,1847,0.75
2429,1847,0.75
2428,1847,0.75
2427,1847,0.75
2426,1847,0.75
2425,1654,0.75
2424,1654,0.75
2423,1654,0.75
2422,1654,0.75
2421,1690,0.75
2420,1690,0.75
2419,1690,0.75
2418,1845,0.75
2417,1845,0.75
2416,1845,0.75
2415,1848,0.6
2414,1848,0.6
2413,1848,0.6
2412,1848,0.6
2411,1848,0.6
2410,1848,0.6
2409,1848,0.6
2408,1848,0.6
2407,1848,0.6
2406,1848,0.6
2405,1848,0.6
2404,1848,0.6
2403,1848,0.6
2402,1848,0.6
2401,1750,0.01
2400,1782,0.55
2399,1782,0.55
2398,1810,0.75
2397,1347,0.75
2396,1810,0.75
2395,21,0.75
2394,1845,0.75
2393,1845,0.75
2392,1617,0.75
2391,1774,0.75
2389,1751,0.75
2388,1751,0.75
2387,1751,0.75
2386,1751,0.75
2385,1751,0.75
2384,1751,0.75
2383,1750,0.01
2382,1811,0.75
2381,1823,0.5
2380,1823,0.5
2379,1801,0.75
2378,1795,0.75
2377,1845,0.75
2376,1845,0.75
2375,1729,0.75
2374,1801,0.75
2373,1811,0.75
2372,1811,0.75
2371,1811,0.75
2370,1811,0.75
2369,1811,0.75
2368,1811,0.75
2367,1823,0.5
2366,1823,0.5
2365,1810,0.75
2364,1820,0.1
2363,1820,0.1
2362,1820,0.1
2361,1725,0.75
2360,1809,0.75
2359,1809,0.75
2358,1809,0.75
2357,1823,0.5
2356,1581,0.75
2355,1581,0.75
2354,1769,0.75
2353,1823,0.5
2352,1782,0.55
2351,1823,0.5
2350,1823,0.5
2349,1820,0.1
2348,1820,0.1
2347,1820,0.1
2346,1725,0.75
2345,1834,0.75
2344,1834,0.75
2343,1834,0.75
2342,1834,0.75
2341,1617,0.75
2340,1814,0.75
2339,1347,0.75
2338,1814,0.75
2337,1617,0.75
2336,1581,0.75
2335,1733,0.75
2334,1733,0.75
2333,1814,0.75
2332,1581,0.75
2331,1820,0.1
2330,1820,0.1
2329,1820,0.1
2328,1820,0.1
2327,1739,0.75
2326,1777,0.75
2325,1796,0.75
2324,1780,0.75
2323,1780,0.75
2322,1821,0.75
2321,1821,0.75
2320,1821,0.75
2319,1821,0.75
2318,1821,0.75
2317,1819,0.75
2316,1819,0.75
2315,1819,0.75
2314,1819,0.75
2313,1819,0.75
2312,1819,0.75
2311,1773,0.75
2310,1773,0.75
2309,1773,0.75
2308,1780,0.75
2307,1835,0.75
2306,1835,0.75
2305,1835,0.75
2304,1733,0.75
2303,1733,0.75
2302,1733,0.75
2301,1630,0.9
2300,1630,0.9
2299,1678,0.75
2298,1678,0.75
2297,1827,0.75
2296,1360,0.75
2295,1360,0.75
2294,1360,0.75
2293,1733,0.75
2292,1733,0.75
2291,1774,0.75
2290,1725,0.75
2289,1795,0.75
2288,1774,0.75
2287,1819,0.75
2286,1729,0.75
2285,1729,0.75
2284,1774,0.5
2283,1774,0.75
2282,1557,0.65
2281,1798,0.75
2280,1774,0.75
2279,1774,0.75
2278,1798,0.75
2277,1798,0.75
2276,1798,0.75
2275,1810,0.75
2274,1641,0.75
2273,1769,0.75
2272,1690,0.75
2271,1641,0.75
2270,1796,0.75
2269,1799,0.75
2268,1641,0.75
2267,1796,0.75
2266,1693,0.75
2265,1693,0.75
2264,1814,0.75
2263,1557,0.65
2262,1814,0.75
2261,1814,0.75
2260,1538,0.75
2259,1557,0.65
2258,1752,0.75
2257,1538,0.75
2256,1823,0.5
2255,1725,0.75
2254,1725,0.75
2253,1725,0.75
2252,1725,0.75
2251,1809,0.75
2250,1815,0.75
2249,1815,0.75
2248,1809,0.75
2247,1815,0.75
2246,1809,0.75
2245,1360,0.75
2244,1809,0.75
2243,1799,0.75
2242,1750,0.01
2241,1809,0.75
2240,1809,0.75
2239,1809,0.75
2238,1809,0.75
2236,1810,0.75
2234,1810,0.75
2233,1750,0.01
2232,1347,0.75
2231,1788,0.75
2230,1731,0.75
2229,1793,0.75
2228,1793,0.75
2227,1799,0.75
2226,1801,0.75
2225,1757,0.75
2224,1757,0.75
2223,1813,0.75
2222,1757,0.75
2221,1731,0.75
2220,1585,0.75
2219,1585,0.75
2218,1750,0.01
2217,1750,0.01
2216,1801,0.75
2215,1801,0.75
2214,1801,0.75
2213,1804,0.75
2212,1804,0.75
2211,1804,0.75
2210,1804,0.75
2209,1769,0.75
2208,1804,0.75
2207,1804,0.75
2206,1804,0.75
2205,1804,0.75
2204,1804,0.75
2203,1804,0.75
2202,1804,0.75
2201,1804,0.75
2200,1804,0.75
2199,1804,0.75
2198,1804,0.75
2197,1804,0.75
2196,1804,0.75
2195,1804,0.75
2194,1804,0.75
2193,1804,0.75
2192,1791,0.75
2191,1791,0.75
2190,1791,0.75
2189,1750,0.01
2188,1799,0.75
2187,1799,0.75
2186,1799,0.75
2185,1801,0.75
2184,1801,0.75
2183,1799,0.75
2182,1796,0.75
2181,1796,0.75
2180,1796,0.75
2179,1796,0.75
2178,1796,0.75
2177,1796,0.75
2176,1557,0.65
2175,21,0.75
2174,1557,0.65
2173,1557,0.65
2172,1557,0.65
2171,1750,0.01
2170,1750,0.01
2169,1750,0.01
2168,1729,0.75
2167,1729,0.75
2166,1793,0.75
2165,1749,0.75
2164,1795,0.75
2163,1790,0.75
2162,1729,0.75
2161,1729,0.75
2160,1729,0.75
2159,1729,0.75
2158,1729,0.75
2157,1729,0.75
2156,1729,0.75
2155,1729,0.75
2154,1729,0.75
2153,1729,0.75
2152,1769,0.75
2151,1769,0.75
2150,1769,0.75
2149,1769,0.75
2148,1769,0.75
2147,1788,0.75
2146,1604,0.5
2145,1793,0.75
2144,1788,0.75
2143,1788,0.75
2142,1788,0.75
2141,1788,0.75
2140,1790,0.75
2139,1790,0.75
2138,1790,0.75
2137,1790,0.75
2136,1790,0.75
2135,1754,0.75
2134,1754,0.75
2133,1754,0.75
2132,1754,0.75
2131,1754,0.75
2130,1749,0.75
2129,1795,0.75
2128,1750,0.01
2127,1707,0.75
2126,1707,0.75
2125,1707,0.75
2124,1707,0.75
2123,1749,0.75
2122,1604,0.5
2121,1750,0.01
2120,1707,0.75
2119,1707,0.75
2118,1750,0.01
2117,1750,0.01
2116,1750,0.01
2115,1739,0.75
2114,1750,0.01
2113,1786,0.75
2112,1786,0.75
2111,1581,0.75
2110,1581,0.75
2109,1793,0.75
2106,1786,0.75
2105,1786,0.75
2104,1786,0.75
2103,1786,0.75
2102,1786,0.75
2101,1786,0.75
2100,1786,0.75
2099,1707,0.75
2098,1707,0.75
2097,1750,0.01
2096,1762,0.75
2095,1762,0.75
2094,1762,0.75
2093,1581,0.75
2092,1649,0.75
2091,1782,0.55
2090,1782,0.55
2089,1785,0.75
2088,1785,0.75
2087,1785,0.75
2086,1785,0.75
2085,1785,0.75
2084,1785,0.75
2083,1604,0.5
2082,1782,0.55
2081,1782,0.55
2080,1782,0.55
2079,1782,0.55
2078,1782,0.55
2077,1782,0.55
2076,1782,0.55
2075,1782,0.55
2074,1787,0.75
2073,1745,0.75
2072,21,0.75
2071,1604,0.5
2070,1641,0.75
2069,1604,0.5
2068,1749,0.75
2067,1678,0.75
2066,1678,0.75
2065,1251,0.75
2064,1751,0.75
2063,1771,0.75
2062,1771,0.75
2061,1751,0.75
2060,1751,0.75
2059,1751,0.75
2058,1771,0.75
2057,1762,0.75
2056,1775,0.5
2055,1775,0.5
2054,1751,0.75
2053,1761,10.0
2052,1761,10.0
2051,1781,0.65
2050,1781,0.65
2049,1775,0.75
2048,1777,0.75
2047,1777,0.75
2046,1754,0.75
2045,1754,0.75
2044,1754,0.75
2043,1754,0.75
2042,1754,0.75
2041,1754,0.75
2040,1754,0.75
2039,1754,0.75
2038,1754,0.75
2037,1754,0.75
2036,1754,0.75
2035,1754,0.75
2034,1754,0.75
2033,1754,0.75
2032,1754,0.75
2031,1754,0.75
2030,1754,0.75
2029,1754,0.75
2028,1754,0.75
2027,1754,0.75
2026,1754,0.75
2025,1754,0.75
2024,1771,0.75
2023,1772,0.75
2022,1772,0.75
2021,1772,0.75
2020,1780,0.75
2019,1780,0.75
2018,1780,0.75
2017,1780,0.75
2016,1780,0.75
2015,1780,0.75
2014,1773,0.75
2013,1704,0.75
2012,1704,0.75
2011,1704,0.75
2010,1777,0.75
2009,1777,0.75
2008,1759,0.8
2007,1759,0.8
2006,1759,0.8
2005,1759,0.8
2004,1759,0.8
2003,1759,0.8
2002,1778,0.75
2001,1759,0.8
2000,1557,0.65
1999,1557,0.65
1998,1557,0.65
1997,1557,0.65
1996,1557,0.65
1995,1557,0.65
1994,1557,0.65
1993,1557,0.65
1992,1757,0.75
1991,1757,0.75
1990,1757,0.75
1989,1757,0.75
1988,1775,0.75
1987,1762,0.75
1986,1693,0.75
1985,1649,0.75
1984,1773,0.75
1983,1767,0.75
1982,1767,0.75
1981,1767,0.75
1980,1772,0.75
1979,1767,0.75
1978,1742,0.75
1977,1761,10.0
1976,1761,10.0
1975,1761,10.0
1974,1761,10.0
1973,1761,10.0
1972,1771,0.75
1971,1771,0.75
1970,1771,0.75
1969,1767,0.75
1968,1538,0.75
1967,1538,0.75
1966,1770,0.75
1965,1752,0.75
1964,1742,0.75
1963,1764,0.75
1962,1764,0.75
1961,1764,0.75
1960,1764,0.75
1959,1764,0.75
1958,1764,0.75
1957,1757,0.75
1956,1757,0.75
1955,1757,0.75
1954,1757,0.75
1953,1760,0.75
1952,1751,0.75
1951,1751,0.75
1950,1751,0.75
1949,1751,0.75
1948,1760,0.75
1947,1760,0.75
1946,1760,0.75
1945,1760,0.75
1944,1751,0.75
1943,1760,0.75
1940,1760,0.75
1939,1751,0.75
1938,1751,0.75
1937,1751,0.75
1936,1751,0.75
1935,1751,0.75
1934,1751,0.75
1933,1751,0.75
1932,1751,0.75
1931,1751,0.75
1930,1751,0.75
1929,1751,0.75
1928,1751,0.75
1927,1751,0.75
1926,1751,0.75
1925,1751,0.75
1924,1751,0.75
1923,1751,0.75
1922,1751,0.75
1921,1751,0.75
1920,1751,0.75
1919,1557,0.65
1918,1557,0.65
1917,1557,0.65
1916,1557,0.65
1915,1557,0.65
1914,1763,0.75
1913,1750,0.01
1912,1750,0.01
1911,1763,0.75
1910,1763,0.75
1909,1763,0.75
1908,1754,0.75
1907,1763,0.75
1906,1581,0.75
1905,1751,0.75
1904,1587,0.75
1903,1738,0.75
1902,1738,0.75
1901,1755,0.75
1900,1755,0.75
1899,1251,0.75
1898,1251,0.75
1897,1755,0.75
1896,1755,0.75
1895,1755,0.75
1894,1755,0.75
1893,1649,0.75
1892,1754,0.75
1891,1754,0.75
1890,1754,0.75
1889,21,0.75
1888,1653,0.75
1887,1653,0.75
1886,1653,0.75
1885,1653,0.75
1882,1754,0.75
1881,1754,0.75
1880,1754,0.75
1879,1754,0.75
1878,1754,0.75
1877,1754,0.75
1864,1557,0.65
1863,1557,0.65
1862,1557,0.65
1861,1750,0.01
1860,1557,0.65
1859,1557,0.65
1858,1557,0.65
1857,1750,0.01
1856,1557,0.65
1855,1750,0.01
1854,1750,0.01
1853,1750,0.01
1852,1738,0.75
1851,1738,0.75
1850,1557,0.65
1849,1750,0.01
1843,1729,0.75
